attendance_id,student_id,date,subject,status,present_flag
ATT068116,STU1363,2026-04-20,CAD,Present,1
ATT068117,STU1363,2026-06-11,Mechanics,Present,1
ATT068118,STU1363,2026-05-27,CAD,Present,1
ATT068119,STU1363,2026-06-20,Mechanics,Present,1
ATT068120,STU1363,2026-05-15,Mechanics,Present,1
ATT068121,STU1363,2026-02-20,Thermodynamics,Present,1
ATT068122,STU1363,2026-03-02,CAD,Present,1
ATT068123,STU1363,2026-02-10,Mechanics,Present,1
ATT068124,STU1363,2026-08-16,Thermodynamics,Present,1
ATT068125,STU1363,2026-05-01,Thermodynamics,Present,1
ATT068126,STU1363,2026-03-14,Manufacturing,Present,1
ATT068127,STU1363,2026-02-28,Thermodynamics,Present,1
ATT068128,STU1363,2026-08-08,Thermodynamics,Present,1
ATT068129,STU1363,2026-08-30,Thermodynamics,Present,1
ATT068130,STU1363,2026-01-16,Mechanics,Present,1
ATT068131,STU1363,2026-01-23,Thermodynamics,Present,1
ATT068132,STU1363,2026-08-12,CAD,Absent,0
ATT068133,STU1363,2026-02-17,Mechanics,Present,1
ATT068134,STU1363,2026-02-02,Mechanics,Absent,0
ATT068135,STU1363,2026-07-23,Mechanics,Present,1
ATT068136,STU1363,2026-07-14,Thermodynamics,Absent,0
ATT068137,STU1363,2026-07-13,Mechanics,Present,1
ATT068138,STU1363,2026-05-21,Mechanics,Present,1
ATT068139,STU1363,2026-06-13,Thermodynamics,Present,1
ATT068140,STU1363,2026-08-31,Manufacturing,Present,1
ATT068141,STU1363,2026-06-25,Manufacturing,Present,1
ATT068142,STU1363,2026-01-10,CAD,Present,1
ATT068143,STU1363,2026-02-14,CAD,Present,1
ATT068144,STU1363,2026-02-15,Mechanics,Absent,0
ATT068145,STU1363,2026-01-25,Thermodynamics,Present,1
ATT068146,STU1363,2026-01-28,CAD,Absent,0
ATT068147,STU1363,2026-04-15,Thermodynamics,Present,1
ATT068148,STU1363,2026-07-18,CAD,Present,1
ATT068149,STU1363,2026-07-08,CAD,Present,1
ATT068150,STU1363,2026-01-04,Mechanics,Present,1
ATT068151,STU1364,2026-01-08,Python,Absent,0
ATT068152,STU1364,2026-04-10,Machine Learning,Present,1
ATT068153,STU1364,2026-01-06,Statistics,Present,1
ATT068154,STU1364,2026-07-23,Statistics,Absent,0
ATT068155,STU1364,2026-08-06,DBMS,Present,1
ATT068156,STU1364,2026-04-08,Statistics,Present,1
ATT068157,STU1364,2026-02-06,Statistics,Present,1
ATT068158,STU1364,2026-04-21,Statistics,Absent,0
ATT068159,STU1364,2026-03-24,DBMS,Present,1
ATT068160,STU1364,2026-01-01,Machine Learning,Present,1
ATT068161,STU1364,2026-07-21,Python,Present,1
ATT068162,STU1364,2026-04-17,Python,Absent,0
ATT068163,STU1364,2026-07-29,DBMS,Present,1
ATT068164,STU1364,2026-08-08,Machine Learning,Present,1
ATT068165,STU1364,2026-02-13,Python,Present,1
ATT068166,STU1364,2026-03-17,Statistics,Present,1
ATT068167,STU1364,2026-05-31,Python,Present,1
ATT068168,STU1364,2026-05-08,DBMS,Absent,0
ATT068169,STU1364,2026-08-30,Statistics,Present,1
ATT068170,STU1364,2026-05-24,Python,Present,1
ATT068171,STU1364,2026-01-03,Statistics,Present,1
ATT068172,STU1364,2026-07-17,Machine Learning,Present,1
ATT068173,STU1364,2026-06-20,Machine Learning,Present,1
ATT068174,STU1364,2026-08-11,Python,Present,1
ATT068175,STU1364,2026-08-02,DBMS,Present,1
ATT068176,STU1364,2026-03-09,DBMS,Present,1
ATT068177,STU1364,2026-04-14,Statistics,Present,1
ATT068178,STU1364,2026-03-29,Machine Learning,Present,1
ATT068179,STU1364,2026-08-09,Statistics,Absent,0
ATT068180,STU1364,2026-03-03,Statistics,Absent,0
ATT068181,STU1364,2026-08-21,Statistics,Absent,0
ATT068182,STU1364,2026-04-29,Python,Present,1
ATT068183,STU1364,2026-03-19,Statistics,Present,1
ATT068184,STU1364,2026-04-02,Statistics,Present,1
ATT068185,STU1364,2026-05-10,Python,Present,1
ATT068186,STU1364,2026-05-03,Python,Present,1
ATT068187,STU1364,2026-07-19,Machine Learning,Absent,0
ATT068188,STU1364,2026-07-25,DBMS,Present,1
ATT068189,STU1364,2026-06-19,Python,Present,1
ATT068190,STU1364,2026-06-28,DBMS,Present,1
ATT068191,STU1364,2026-03-22,Python,Present,1
ATT068192,STU1364,2026-02-03,DBMS,Present,1
ATT068193,STU1364,2026-01-22,Statistics,Present,1
ATT068194,STU1364,2026-05-23,Machine Learning,Present,1
ATT068195,STU1364,2026-01-29,Statistics,Present,1
ATT068196,STU1364,2026-04-23,DBMS,Present,1
ATT068197,STU1364,2026-06-30,Python,Present,1
ATT068198,STU1364,2026-07-27,Statistics,Absent,0
ATT068199,STU1364,2026-03-10,Statistics,Present,1
ATT068200,STU1364,2026-06-03,Statistics,Present,1
ATT068201,STU1365,2026-07-27,Signals,Present,1
ATT068202,STU1365,2026-08-15,Digital Electronics,Present,1
ATT068203,STU1365,2026-01-24,Digital Electronics,Absent,0
ATT068204,STU1365,2026-06-07,Signals,Present,1
ATT068205,STU1365,2026-03-17,Microprocessors,Present,1
ATT068206,STU1365,2026-02-18,Microprocessors,Present,1
ATT068207,STU1365,2026-07-28,Microprocessors,Present,1
ATT068208,STU1365,2026-01-17,Microprocessors,Present,1
ATT068209,STU1365,2026-04-18,Networks,Present,1
ATT068210,STU1365,2026-06-22,Microprocessors,Present,1
ATT068211,STU1365,2026-02-15,Digital Electronics,Present,1
ATT068212,STU1365,2026-06-08,Networks,Absent,0
ATT068213,STU1365,2026-01-09,Networks,Present,1
ATT068214,STU1365,2026-05-25,Networks,Present,1
ATT068215,STU1365,2026-04-13,Microprocessors,Present,1
ATT068216,STU1365,2026-06-09,Networks,Present,1
ATT068217,STU1365,2026-06-16,Microprocessors,Absent,0
ATT068218,STU1365,2026-01-31,Digital Electronics,Present,1
ATT068219,STU1365,2026-04-12,Digital Electronics,Present,1
ATT068220,STU1365,2026-07-25,Microprocessors,Present,1
ATT068221,STU1365,2026-05-02,Signals,Present,1
ATT068222,STU1365,2026-02-17,Digital Electronics,Present,1
ATT068223,STU1365,2026-04-20,Networks,Present,1
ATT068224,STU1365,2026-08-23,Networks,Present,1
ATT068225,STU1365,2026-04-05,Signals,Absent,0
ATT068226,STU1365,2026-07-02,Signals,Absent,0
ATT068227,STU1365,2026-03-30,Networks,Absent,0
ATT068228,STU1365,2026-07-20,Digital Electronics,Absent,0
ATT068229,STU1365,2026-06-19,Signals,Present,1
ATT068230,STU1365,2026-05-31,Digital Electronics,Present,1
ATT068231,STU1365,2026-06-10,Digital Electronics,Present,1
ATT068232,STU1365,2026-05-22,Signals,Present,1
ATT068233,STU1365,2026-06-17,Signals,Present,1
ATT068234,STU1365,2026-05-03,Microprocessors,Present,1
ATT068235,STU1365,2026-02-20,Microprocessors,Present,1
ATT068236,STU1365,2026-08-12,Microprocessors,Present,1
ATT068237,STU1365,2026-07-13,Signals,Present,1
ATT068238,STU1365,2026-03-20,Signals,Present,1
ATT068239,STU1365,2026-08-10,Microprocessors,Present,1
ATT068240,STU1365,2026-04-09,Digital Electronics,Present,1
ATT068241,STU1365,2026-07-12,Microprocessors,Present,1
ATT068242,STU1365,2026-07-10,Signals,Present,1
ATT068243,STU1365,2026-02-02,Digital Electronics,Present,1
ATT068244,STU1365,2026-05-05,Digital Electronics,Present,1
ATT068245,STU1365,2026-03-27,Signals,Absent,0
ATT068246,STU1365,2026-06-13,Networks,Present,1
ATT068247,STU1365,2026-01-06,Signals,Present,1
ATT068248,STU1365,2026-04-26,Networks,Present,1
ATT068249,STU1365,2026-04-25,Digital Electronics,Present,1
ATT068250,STU1365,2026-04-21,Digital Electronics,Absent,0
ATT068251,STU1366,2026-08-25,Networks,Present,1
ATT068252,STU1366,2026-02-11,Networks,Present,1
ATT068253,STU1366,2026-05-27,Web Development,Present,1
ATT068254,STU1366,2026-04-16,Web Development,Absent,0
ATT068255,STU1366,2026-04-29,DBMS,Present,1
ATT068256,STU1366,2026-01-24,DBMS,Present,1
ATT068257,STU1366,2026-07-01,Web Development,Present,1
ATT068258,STU1366,2026-04-20,Networks,Present,1
ATT068259,STU1366,2026-01-20,Networks,Present,1
ATT068260,STU1366,2026-05-30,Python,Present,1
ATT068261,STU1366,2026-04-17,DBMS,Absent,0
ATT068262,STU1366,2026-03-06,Python,Present,1
ATT068263,STU1366,2026-08-07,Web Development,Present,1
ATT068264,STU1366,2026-04-19,Python,Present,1
ATT068265,STU1366,2026-05-08,Python,Absent,0
ATT068266,STU1366,2026-08-27,Python,Absent,0
ATT068267,STU1366,2026-07-14,DBMS,Present,1
ATT068268,STU1366,2026-05-17,Networks,Present,1
ATT068269,STU1366,2026-08-05,DBMS,Present,1
ATT068270,STU1366,2026-01-15,DBMS,Present,1
ATT068271,STU1366,2026-05-16,Networks,Present,1
ATT068272,STU1366,2026-05-22,Networks,Present,1
ATT068273,STU1366,2026-01-04,Networks,Present,1
ATT068274,STU1366,2026-01-22,Python,Present,1
ATT068275,STU1366,2026-06-06,Web Development,Present,1
ATT068276,STU1366,2026-08-12,Web Development,Present,1
ATT068277,STU1366,2026-06-01,DBMS,Present,1
ATT068278,STU1366,2026-07-15,Web Development,Absent,0
ATT068279,STU1366,2026-07-08,Web Development,Absent,0
ATT068280,STU1366,2026-03-30,Python,Present,1
ATT068281,STU1366,2026-07-24,Web Development,Present,1
ATT068282,STU1366,2026-04-15,Web Development,Present,1
ATT068283,STU1366,2026-05-12,DBMS,Present,1
ATT068284,STU1366,2026-07-22,Networks,Absent,0
ATT068285,STU1366,2026-05-13,Python,Present,1
ATT068286,STU1366,2026-05-06,DBMS,Absent,0
ATT068287,STU1366,2026-03-25,DBMS,Present,1
ATT068288,STU1366,2026-02-16,Python,Present,1
ATT068289,STU1366,2026-01-07,Web Development,Present,1
ATT068290,STU1366,2026-03-01,DBMS,Present,1
ATT068291,STU1366,2026-01-14,Python,Present,1
ATT068292,STU1366,2026-08-13,DBMS,Present,1
ATT068293,STU1366,2026-03-29,DBMS,Present,1
ATT068294,STU1366,2026-04-01,Python,Present,1
ATT068295,STU1366,2026-01-03,Python,Present,1
ATT068296,STU1366,2026-04-12,DBMS,Present,1
ATT068297,STU1366,2026-06-30,DBMS,Present,1
ATT068298,STU1366,2026-02-07,Networks,Present,1
ATT068299,STU1366,2026-07-12,Networks,Present,1
ATT068300,STU1366,2026-06-05,Python,Present,1
ATT068301,STU1367,2026-06-25,Digital Electronics,Present,1
ATT068302,STU1367,2026-01-08,Digital Electronics,Absent,0
ATT068303,STU1367,2026-01-07,Microprocessors,Absent,0
ATT068304,STU1367,2026-07-27,Microprocessors,Absent,0
ATT068305,STU1367,2026-08-12,Signals,Present,1
ATT068306,STU1367,2026-05-15,Signals,Present,1
ATT068307,STU1367,2026-03-13,Signals,Present,1
ATT068308,STU1367,2026-05-13,Signals,Present,1
ATT068309,STU1367,2026-06-26,Networks,Present,1
ATT068310,STU1367,2026-02-01,Signals,Present,1
ATT068311,STU1367,2026-03-15,Microprocessors,Present,1
ATT068312,STU1367,2026-01-03,Digital Electronics,Absent,0
ATT068313,STU1367,2026-05-05,Digital Electronics,Present,1
ATT068314,STU1367,2026-02-09,Digital Electronics,Present,1
ATT068315,STU1367,2026-05-11,Microprocessors,Absent,0
ATT068316,STU1367,2026-08-26,Signals,Present,1
ATT068317,STU1367,2026-08-09,Signals,Present,1
ATT068318,STU1367,2026-04-25,Networks,Present,1
ATT068319,STU1367,2026-05-10,Signals,Present,1
ATT068320,STU1367,2026-08-24,Digital Electronics,Absent,0
ATT068321,STU1367,2026-03-10,Networks,Present,1
ATT068322,STU1367,2026-03-04,Networks,Absent,0
ATT068323,STU1367,2026-04-15,Digital Electronics,Present,1
ATT068324,STU1367,2026-02-12,Networks,Absent,0
ATT068325,STU1367,2026-07-17,Networks,Present,1
ATT068326,STU1367,2026-01-23,Networks,Present,1
ATT068327,STU1367,2026-08-17,Networks,Absent,0
ATT068328,STU1367,2026-01-16,Microprocessors,Present,1
ATT068329,STU1367,2026-04-21,Signals,Present,1
ATT068330,STU1367,2026-01-09,Signals,Present,1
ATT068331,STU1367,2026-05-09,Digital Electronics,Present,1
ATT068332,STU1367,2026-04-06,Networks,Present,1
ATT068333,STU1367,2026-07-30,Microprocessors,Present,1
ATT068334,STU1367,2026-03-18,Networks,Present,1
ATT068335,STU1367,2026-05-28,Digital Electronics,Absent,0
ATT068336,STU1367,2026-02-04,Networks,Present,1
ATT068337,STU1367,2026-05-23,Signals,Present,1
ATT068338,STU1367,2026-08-29,Microprocessors,Present,1
ATT068339,STU1367,2026-07-25,Microprocessors,Present,1
ATT068340,STU1367,2026-04-01,Networks,Present,1
ATT068341,STU1367,2026-07-04,Networks,Present,1
ATT068342,STU1367,2026-03-22,Signals,Present,1
ATT068343,STU1367,2026-08-16,Networks,Present,1
ATT068344,STU1367,2026-02-14,Microprocessors,Present,1
ATT068345,STU1367,2026-05-01,Digital Electronics,Present,1
ATT068346,STU1367,2026-01-21,Networks,Present,1
ATT068347,STU1367,2026-04-11,Digital Electronics,Present,1
ATT068348,STU1367,2026-06-12,Microprocessors,Present,1
ATT068349,STU1367,2026-01-11,Signals,Present,1
ATT068350,STU1367,2026-06-30,Digital Electronics,Present,1
ATT068351,STU1368,2026-06-25,Microprocessors,Present,1
ATT068352,STU1368,2026-06-11,Microprocessors,Present,1
ATT068353,STU1368,2026-04-03,Networks,Present,1
ATT068354,STU1368,2026-01-07,Microprocessors,Absent,0
ATT068355,STU1368,2026-03-29,Signals,Present,1
ATT068356,STU1368,2026-05-25,Microprocessors,Present,1
ATT068357,STU1368,2026-01-02,Signals,Present,1
ATT068358,STU1368,2026-03-05,Signals,Present,1
ATT068359,STU1368,2026-03-21,Networks,Present,1
ATT068360,STU1368,2026-04-14,Networks,Present,1
ATT068361,STU1368,2026-06-26,Signals,Present,1
ATT068362,STU1368,2026-04-09,Microprocessors,Absent,0
ATT068363,STU1368,2026-04-16,Digital Electronics,Absent,0
ATT068364,STU1368,2026-07-16,Networks,Present,1
ATT068365,STU1368,2026-03-18,Signals,Present,1
ATT068366,STU1368,2026-07-21,Microprocessors,Present,1
ATT068367,STU1368,2026-07-18,Networks,Present,1
ATT068368,STU1368,2026-04-22,Networks,Present,1
ATT068369,STU1368,2026-08-10,Digital Electronics,Present,1
ATT068370,STU1368,2026-07-07,Networks,Absent,0
ATT068371,STU1368,2026-03-14,Digital Electronics,Absent,0
ATT068372,STU1368,2026-03-02,Microprocessors,Absent,0
ATT068373,STU1368,2026-08-04,Networks,Present,1
ATT068374,STU1368,2026-08-12,Digital Electronics,Present,1
ATT068375,STU1368,2026-02-02,Signals,Present,1
ATT068376,STU1368,2026-01-03,Digital Electronics,Present,1
ATT068377,STU1368,2026-04-20,Networks,Present,1
ATT068378,STU1368,2026-01-01,Networks,Present,1
ATT068379,STU1368,2026-03-30,Signals,Present,1
ATT068380,STU1368,2026-08-20,Networks,Present,1
ATT068381,STU1368,2026-08-25,Networks,Absent,0
ATT068382,STU1368,2026-03-13,Digital Electronics,Absent,0
ATT068383,STU1368,2026-08-03,Microprocessors,Absent,0
ATT068384,STU1368,2026-01-29,Networks,Present,1
ATT068385,STU1368,2026-08-01,Signals,Present,1
ATT068386,STU1368,2026-04-18,Microprocessors,Present,1
ATT068387,STU1368,2026-05-11,Networks,Present,1
ATT068388,STU1368,2026-06-17,Signals,Present,1
ATT068389,STU1368,2026-07-10,Microprocessors,Absent,0
ATT068390,STU1368,2026-03-10,Signals,Absent,0
ATT068391,STU1368,2026-07-17,Microprocessors,Present,1
ATT068392,STU1368,2026-02-14,Networks,Present,1
ATT068393,STU1368,2026-06-06,Networks,Present,1
ATT068394,STU1368,2026-07-14,Digital Electronics,Present,1
ATT068395,STU1368,2026-08-13,Microprocessors,Present,1
ATT068396,STU1368,2026-05-12,Networks,Present,1
ATT068397,STU1368,2026-05-27,Networks,Present,1
ATT068398,STU1368,2026-06-02,Signals,Present,1
ATT068399,STU1368,2026-07-29,Signals,Present,1
ATT068400,STU1368,2026-01-15,Microprocessors,Absent,0
ATT068401,STU1369,2026-06-20,Control Systems,Absent,0
ATT068402,STU1369,2026-01-21,Power Systems,Present,1
ATT068403,STU1369,2026-06-07,Power Systems,Present,1
ATT068404,STU1369,2026-07-31,Circuits,Present,1
ATT068405,STU1369,2026-01-01,Machines,Present,1
ATT068406,STU1369,2026-06-30,Machines,Present,1
ATT068407,STU1369,2026-03-31,Power Systems,Absent,0
ATT068408,STU1369,2026-06-04,Power Systems,Present,1
ATT068409,STU1369,2026-01-09,Power Systems,Present,1
ATT068410,STU1369,2026-05-21,Machines,Present,1
ATT068411,STU1369,2026-03-11,Power Systems,Present,1
ATT068412,STU1369,2026-06-22,Power Systems,Present,1
ATT068413,STU1369,2026-07-16,Power Systems,Absent,0
ATT068414,STU1369,2026-03-29,Machines,Present,1
ATT068415,STU1369,2026-07-03,Control Systems,Present,1
ATT068416,STU1369,2026-02-21,Machines,Present,1
ATT068417,STU1369,2026-04-13,Machines,Present,1
ATT068418,STU1369,2026-03-19,Circuits,Present,1
ATT068419,STU1369,2026-07-10,Control Systems,Absent,0
ATT068420,STU1369,2026-02-18,Machines,Present,1
ATT068421,STU1369,2026-03-02,Circuits,Present,1
ATT068422,STU1369,2026-04-29,Machines,Present,1
ATT068423,STU1369,2026-01-26,Machines,Present,1
ATT068424,STU1369,2026-01-07,Machines,Absent,0
ATT068425,STU1369,2026-06-23,Circuits,Present,1
ATT068426,STU1369,2026-01-31,Machines,Absent,0
ATT068427,STU1369,2026-03-24,Machines,Present,1
ATT068428,STU1369,2026-05-12,Circuits,Absent,0
ATT068429,STU1369,2026-05-23,Control Systems,Present,1
ATT068430,STU1369,2026-08-29,Circuits,Present,1
ATT068431,STU1369,2026-04-28,Power Systems,Present,1
ATT068432,STU1369,2026-03-16,Circuits,Present,1
ATT068433,STU1369,2026-08-15,Circuits,Absent,0
ATT068434,STU1369,2026-03-06,Control Systems,Present,1
ATT068435,STU1369,2026-07-08,Power Systems,Present,1
ATT068436,STU1369,2026-04-16,Control Systems,Present,1
ATT068437,STU1369,2026-03-01,Power Systems,Present,1
ATT068438,STU1369,2026-01-13,Machines,Present,1
ATT068439,STU1369,2026-03-07,Power Systems,Present,1
ATT068440,STU1369,2026-01-02,Machines,Present,1
ATT068441,STU1369,2026-06-09,Control Systems,Present,1
ATT068442,STU1369,2026-01-08,Machines,Present,1
ATT068443,STU1369,2026-04-01,Control Systems,Present,1
ATT068444,STU1369,2026-04-03,Control Systems,Absent,0
ATT068445,STU1369,2026-02-23,Machines,Present,1
ATT068446,STU1369,2026-08-02,Power Systems,Present,1
ATT068447,STU1369,2026-04-07,Circuits,Present,1
ATT068448,STU1369,2026-01-17,Circuits,Present,1
ATT068449,STU1369,2026-04-12,Power Systems,Present,1
ATT068450,STU1369,2026-07-21,Power Systems,Present,1
ATT068451,STU1370,2026-04-30,Power Systems,Present,1
ATT068452,STU1370,2026-01-01,Control Systems,Absent,0
ATT068453,STU1370,2026-01-05,Machines,Present,1
ATT068454,STU1370,2026-07-20,Control Systems,Present,1
ATT068455,STU1370,2026-07-04,Control Systems,Present,1
ATT068456,STU1370,2026-08-22,Machines,Absent,0
ATT068457,STU1370,2026-07-18,Machines,Absent,0
ATT068458,STU1370,2026-02-04,Machines,Present,1
ATT068459,STU1370,2026-04-14,Circuits,Present,1
ATT068460,STU1370,2026-03-10,Control Systems,Present,1
ATT068461,STU1370,2026-03-09,Control Systems,Present,1
ATT068462,STU1370,2026-08-10,Machines,Present,1
ATT068463,STU1370,2026-02-26,Circuits,Present,1
ATT068464,STU1370,2026-08-07,Circuits,Absent,0
ATT068465,STU1370,2026-05-03,Machines,Present,1
ATT068466,STU1370,2026-01-27,Control Systems,Present,1
ATT068467,STU1370,2026-03-15,Machines,Present,1
ATT068468,STU1370,2026-08-21,Control Systems,Present,1
ATT068469,STU1370,2026-03-29,Power Systems,Absent,0
ATT068470,STU1370,2026-01-26,Control Systems,Present,1
ATT068471,STU1370,2026-04-28,Machines,Present,1
ATT068472,STU1370,2026-07-19,Power Systems,Present,1
ATT068473,STU1370,2026-07-29,Circuits,Present,1
ATT068474,STU1370,2026-01-02,Circuits,Absent,0
ATT068475,STU1370,2026-02-06,Control Systems,Present,1
ATT068476,STU1370,2026-07-21,Machines,Present,1
ATT068477,STU1370,2026-02-22,Machines,Present,1
ATT068478,STU1370,2026-05-25,Circuits,Present,1
ATT068479,STU1370,2026-02-25,Machines,Present,1
ATT068480,STU1370,2026-01-25,Power Systems,Present,1
ATT068481,STU1370,2026-03-19,Control Systems,Present,1
ATT068482,STU1370,2026-08-17,Power Systems,Present,1
ATT068483,STU1370,2026-03-24,Power Systems,Present,1
ATT068484,STU1370,2026-01-29,Circuits,Present,1
ATT068485,STU1370,2026-05-27,Control Systems,Present,1
ATT068486,STU1370,2026-04-04,Power Systems,Present,1
ATT068487,STU1370,2026-07-10,Power Systems,Present,1
ATT068488,STU1370,2026-08-19,Control Systems,Present,1
ATT068489,STU1370,2026-07-05,Circuits,Present,1
ATT068490,STU1370,2026-01-22,Power Systems,Present,1
ATT068491,STU1370,2026-08-31,Machines,Present,1
ATT068492,STU1370,2026-04-29,Machines,Present,1
ATT068493,STU1370,2026-01-08,Control Systems,Present,1
ATT068494,STU1370,2026-04-25,Power Systems,Present,1
ATT068495,STU1370,2026-07-31,Control Systems,Present,1
ATT068496,STU1370,2026-08-03,Power Systems,Present,1
ATT068497,STU1370,2026-08-16,Circuits,Present,1
ATT068498,STU1370,2026-08-30,Power Systems,Present,1
ATT068499,STU1370,2026-04-20,Power Systems,Present,1
ATT068500,STU1370,2026-03-16,Circuits,Absent,0
ATT068501,STU1371,2026-04-26,Statistics,Present,1
ATT068502,STU1371,2026-08-12,Statistics,Present,1
ATT068503,STU1371,2026-04-09,DBMS,Absent,0
ATT068504,STU1371,2026-04-18,DBMS,Present,1
ATT068505,STU1371,2026-06-03,Statistics,Present,1
ATT068506,STU1371,2026-03-12,Machine Learning,Present,1
ATT068507,STU1371,2026-01-27,Statistics,Absent,0
ATT068508,STU1371,2026-02-10,Python,Absent,0
ATT068509,STU1371,2026-03-14,DBMS,Absent,0
ATT068510,STU1371,2026-04-03,Statistics,Present,1
ATT068511,STU1371,2026-04-02,Python,Present,1
ATT068512,STU1371,2026-06-30,Machine Learning,Present,1
ATT068513,STU1371,2026-01-01,DBMS,Present,1
ATT068514,STU1371,2026-04-05,Python,Present,1
ATT068515,STU1371,2026-04-17,Python,Present,1
ATT068516,STU1371,2026-01-15,Statistics,Absent,0
ATT068517,STU1371,2026-06-27,DBMS,Present,1
ATT068518,STU1371,2026-07-21,Statistics,Present,1
ATT068519,STU1371,2026-06-14,Machine Learning,Present,1
ATT068520,STU1371,2026-03-01,Python,Absent,0
ATT068521,STU1371,2026-07-02,Statistics,Present,1
ATT068522,STU1371,2026-01-06,DBMS,Present,1
ATT068523,STU1371,2026-01-17,Machine Learning,Absent,0
ATT068524,STU1371,2026-03-06,DBMS,Present,1
ATT068525,STU1371,2026-05-19,Machine Learning,Present,1
ATT068526,STU1371,2026-06-24,Machine Learning,Present,1
ATT068527,STU1371,2026-08-01,Statistics,Present,1
ATT068528,STU1371,2026-02-20,DBMS,Present,1
ATT068529,STU1371,2026-05-27,Python,Present,1
ATT068530,STU1371,2026-08-16,Python,Present,1
ATT068531,STU1371,2026-04-21,DBMS,Present,1
ATT068532,STU1371,2026-08-31,Python,Present,1
ATT068533,STU1371,2026-08-04,DBMS,Present,1
ATT068534,STU1371,2026-01-07,DBMS,Present,1
ATT068535,STU1371,2026-08-14,Python,Present,1
ATT068536,STU1371,2026-06-20,DBMS,Present,1
ATT068537,STU1371,2026-04-13,DBMS,Present,1
ATT068538,STU1371,2026-04-22,DBMS,Present,1
ATT068539,STU1371,2026-03-29,Statistics,Present,1
ATT068540,STU1371,2026-07-08,Statistics,Present,1
ATT068541,STU1371,2026-05-09,Machine Learning,Present,1
ATT068542,STU1371,2026-06-09,DBMS,Absent,0
ATT068543,STU1371,2026-03-02,Python,Absent,0
ATT068544,STU1371,2026-06-28,Python,Present,1
ATT068545,STU1371,2026-07-01,Machine Learning,Present,1
ATT068546,STU1371,2026-03-09,DBMS,Absent,0
ATT068547,STU1371,2026-03-25,Statistics,Present,1
ATT068548,STU1371,2026-08-23,Machine Learning,Present,1
ATT068549,STU1371,2026-03-05,Statistics,Present,1
ATT068550,STU1371,2026-08-20,DBMS,Absent,0
ATT068551,STU1372,2026-02-03,Signals,Present,1
ATT068552,STU1372,2026-05-16,Microprocessors,Present,1
ATT068553,STU1372,2026-03-05,Microprocessors,Present,1
ATT068554,STU1372,2026-08-03,Networks,Present,1
ATT068555,STU1372,2026-07-16,Signals,Present,1
ATT068556,STU1372,2026-07-03,Digital Electronics,Present,1
ATT068557,STU1372,2026-06-05,Digital Electronics,Absent,0
ATT068558,STU1372,2026-01-17,Networks,Present,1
ATT068559,STU1372,2026-08-09,Signals,Absent,0
ATT068560,STU1372,2026-03-31,Microprocessors,Present,1
ATT068561,STU1372,2026-06-13,Digital Electronics,Absent,0
ATT068562,STU1372,2026-08-15,Digital Electronics,Present,1
ATT068563,STU1372,2026-08-28,Digital Electronics,Present,1
ATT068564,STU1372,2026-01-16,Microprocessors,Absent,0
ATT068565,STU1372,2026-05-10,Signals,Present,1
ATT068566,STU1372,2026-01-18,Networks,Present,1
ATT068567,STU1372,2026-03-25,Microprocessors,Present,1
ATT068568,STU1372,2026-08-14,Microprocessors,Present,1
ATT068569,STU1372,2026-06-30,Networks,Present,1
ATT068570,STU1372,2026-04-17,Signals,Present,1
ATT068571,STU1372,2026-04-29,Microprocessors,Present,1
ATT068572,STU1372,2026-05-17,Signals,Present,1
ATT068573,STU1372,2026-04-03,Signals,Present,1
ATT068574,STU1372,2026-01-08,Networks,Absent,0
ATT068575,STU1372,2026-06-18,Networks,Present,1
ATT068576,STU1372,2026-01-12,Signals,Present,1
ATT068577,STU1372,2026-06-27,Microprocessors,Present,1
ATT068578,STU1372,2026-05-30,Signals,Present,1
ATT068579,STU1372,2026-03-26,Digital Electronics,Present,1
ATT068580,STU1372,2026-07-26,Networks,Present,1
ATT068581,STU1372,2026-01-06,Networks,Absent,0
ATT068582,STU1372,2026-07-04,Digital Electronics,Absent,0
ATT068583,STU1372,2026-03-17,Microprocessors,Present,1
ATT068584,STU1372,2026-05-20,Digital Electronics,Present,1
ATT068585,STU1372,2026-03-02,Signals,Absent,0
ATT068586,STU1372,2026-04-23,Signals,Present,1
ATT068587,STU1372,2026-06-17,Digital Electronics,Present,1
ATT068588,STU1372,2026-04-12,Networks,Present,1
ATT068589,STU1372,2026-04-26,Networks,Present,1
ATT068590,STU1372,2026-02-18,Microprocessors,Present,1
ATT068591,STU1372,2026-06-21,Microprocessors,Present,1
ATT068592,STU1372,2026-03-29,Networks,Present,1
ATT068593,STU1372,2026-01-25,Signals,Absent,0
ATT068594,STU1372,2026-07-13,Signals,Absent,0
ATT068595,STU1372,2026-06-11,Microprocessors,Present,1
ATT068596,STU1372,2026-05-08,Microprocessors,Present,1
ATT068597,STU1372,2026-08-29,Networks,Present,1
ATT068598,STU1372,2026-05-19,Digital Electronics,Absent,0
ATT068599,STU1372,2026-08-26,Signals,Present,1
ATT068600,STU1372,2026-01-22,Signals,Present,1
ATT068601,STU1373,2026-08-26,Networks,Present,1
ATT068602,STU1373,2026-06-22,Signals,Present,1
ATT068603,STU1373,2026-03-27,Signals,Present,1
ATT068604,STU1373,2026-06-11,Digital Electronics,Present,1
ATT068605,STU1373,2026-02-03,Networks,Present,1
ATT068606,STU1373,2026-07-30,Networks,Absent,0
