cost_id,date,department,expense_category,amount,cost_month
COST001353,2026-04-23,Maintenance,Cleaning,3134.83,2026-04
COST001354,2026-04-23,Maintenance,Other,2458.14,2026-04
COST001355,2026-04-23,Transport,Cleaning,3977.58,2026-04
COST001356,2026-04-23,Transport,Other,3142.48,2026-04
COST001357,2026-04-24,Administration,Maintenance,7390.64,2026-04
COST001358,2026-04-24,Administration,Food,14173.91,2026-04
COST001359,2026-04-24,Hostel,Internet,1881.94,2026-04
COST001360,2026-04-24,Hostel,Cleaning,3697.4,2026-04
COST001361,2026-04-24,Canteen,Food,8276.58,2026-04
COST001362,2026-04-24,Canteen,Transport,6153.47,2026-04
COST001363,2026-04-24,Academic,Other,3546.22,2026-04
COST001364,2026-04-24,Academic,Water,3189.14,2026-04
COST001365,2026-04-24,Maintenance,Other,2774.64,2026-04
COST001366,2026-04-24,Maintenance,Water,6580.04,2026-04
COST001367,2026-04-24,Transport,Electricity,17238.44,2026-04
COST001368,2026-04-24,Transport,Other,3618.08,2026-04
COST001369,2026-04-25,Administration,Maintenance,10003.37,2026-04
COST001370,2026-04-25,Administration,Other,2382.88,2026-04
COST001371,2026-04-25,Hostel,Internet,2860.83,2026-04
COST001372,2026-04-25,Hostel,Maintenance,7487.86,2026-04
COST001373,2026-04-25,Canteen,Cleaning,4822.53,2026-04
COST001374,2026-04-25,Canteen,Transport,6769.21,2026-04
COST001375,2026-04-25,Academic,Other,3193.86,2026-04
COST001376,2026-04-25,Academic,Internet,2504.1,2026-04
COST001377,2026-04-25,Maintenance,Water,4698.51,2026-04
COST001378,2026-04-25,Maintenance,Maintenance,6154.69,2026-04
COST001379,2026-04-25,Transport,Other,3335.37,2026-04
COST001380,2026-04-25,Transport,Electricity,19644.59,2026-04
COST001381,2026-04-26,Administration,Maintenance,7958.19,2026-04
COST001382,2026-04-26,Administration,Electricity,8289.83,2026-04
COST001383,2026-04-26,Hostel,Internet,1964.79,2026-04
COST001384,2026-04-26,Hostel,Water,4067.03,2026-04
COST001385,2026-04-26,Canteen,Water,4874.8,2026-04
COST001386,2026-04-26,Canteen,Internet,2061.29,2026-04
COST001387,2026-04-26,Academic,Electricity,18629.03,2026-04
COST001388,2026-04-26,Academic,Other,2706.43,2026-04
COST001389,2026-04-26,Maintenance,Internet,2967.44,2026-04
COST001390,2026-04-26,Maintenance,Food,17321.27,2026-04
COST001391,2026-04-26,Transport,Other,930.08,2026-04
COST001392,2026-04-26,Transport,Internet,2893.72,2026-04
COST001393,2026-04-27,Administration,Electricity,13759.78,2026-04
COST001394,2026-04-27,Administration,Maintenance,7584.95,2026-04
COST001395,2026-04-27,Hostel,Cleaning,4798.63,2026-04
COST001396,2026-04-27,Hostel,Food,12108.53,2026-04
COST001397,2026-04-27,Canteen,Food,8618.84,2026-04
COST001398,2026-04-27,Canteen,Maintenance,8769.72,2026-04
COST001399,2026-04-27,Academic,Internet,2153.14,2026-04
COST001400,2026-04-27,Academic,Transport,6443.27,2026-04
COST001401,2026-04-27,Maintenance,Cleaning,5131.28,2026-04
COST001402,2026-04-27,Maintenance,Transport,6766.17,2026-04
COST001403,2026-04-27,Transport,Internet,3702.45,2026-04
COST001404,2026-04-27,Transport,Water,5260.35,2026-04
COST001405,2026-04-28,Administration,Water,5317.48,2026-04
COST001406,2026-04-28,Administration,Electricity,12677.66,2026-04
COST001407,2026-04-28,Hostel,Electricity,21073.82,2026-04
COST001408,2026-04-28,Hostel,Maintenance,6621.23,2026-04
COST001409,2026-04-28,Canteen,Cleaning,3883.38,2026-04
COST001410,2026-04-28,Canteen,Transport,7364.25,2026-04
COST001411,2026-04-28,Academic,Electricity,19143.93,2026-04
COST001412,2026-04-28,Academic,Internet,3139.51,2026-04
COST001413,2026-04-28,Maintenance,Electricity,19762.71,2026-04
COST001414,2026-04-28,Maintenance,Food,13663.58,2026-04
COST001415,2026-04-28,Transport,Internet,2221.1,2026-04
COST001416,2026-04-28,Transport,Maintenance,10962.4,2026-04
COST001417,2026-04-29,Administration,Cleaning,2834.54,2026-04
COST001418,2026-04-29,Administration,Water,5414.42,2026-04
COST001419,2026-04-29,Hostel,Transport,6572.58,2026-04
COST001420,2026-04-29,Hostel,Cleaning,4280.34,2026-04
COST001421,2026-04-29,Canteen,Internet,2296.96,2026-04
COST001422,2026-04-29,Canteen,Maintenance,10233.55,2026-04
COST001423,2026-04-29,Academic,Water,4539.38,2026-04
COST001424,2026-04-29,Academic,Food,12955.68,2026-04
COST001425,2026-04-29,Maintenance,Food,12102.99,2026-04
COST001426,2026-04-29,Maintenance,Electricity,16936.2,2026-04
COST001427,2026-04-29,Transport,Internet,2510.29,2026-04
COST001428,2026-04-29,Transport,Food,13390.33,2026-04
COST001429,2026-04-30,Administration,Other,3203.09,2026-04
COST001430,2026-04-30,Administration,Electricity,15913.23,2026-04
COST001431,2026-04-30,Hostel,Transport,5569.41,2026-04
COST001432,2026-04-30,Hostel,Electricity,14917.94,2026-04
COST001433,2026-04-30,Canteen,Water,4618.62,2026-04
COST001434,2026-04-30,Canteen,Electricity,8999.66,2026-04
COST001435,2026-04-30,Academic,Electricity,14754.92,2026-04
COST001436,2026-04-30,Academic,Maintenance,10544.43,2026-04
COST001437,2026-04-30,Maintenance,Transport,8424.53,2026-04
COST001438,2026-04-30,Maintenance,Internet,2730.64,2026-04
COST001439,2026-04-30,Transport,Water,6168.5,2026-04
COST001440,2026-04-30,Transport,Food,12496.27,2026-04
COST001441,2026-05-01,Administration,Maintenance,5323.53,2026-05
COST001442,2026-05-01,Administration,Food,9746.59,2026-05
COST001443,2026-05-01,Hostel,Maintenance,8664.07,2026-05
COST001444,2026-05-01,Hostel,Food,12272.53,2026-05
COST001445,2026-05-01,Canteen,Transport,5925.47,2026-05
COST001446,2026-05-01,Canteen,Electricity,14088.9,2026-05
COST001447,2026-05-01,Academic,Cleaning,3154.75,2026-05
COST001448,2026-05-01,Academic,Maintenance,7327.02,2026-05
COST001449,2026-05-01,Maintenance,Other,3117.36,2026-05
COST001450,2026-05-01,Maintenance,Transport,8508.29,2026-05
COST001451,2026-05-01,Transport,Internet,1723.14,2026-05
COST001452,2026-05-01,Transport,Water,5267.93,2026-05
COST001453,2026-05-02,Administration,Cleaning,3039.09,2026-05
COST001454,2026-05-02,Administration,Water,5933.18,2026-05
COST001455,2026-05-02,Hostel,Other,3568.41,2026-05
COST001456,2026-05-02,Hostel,Maintenance,6537.62,2026-05
COST001457,2026-05-02,Canteen,Internet,3704.23,2026-05
COST001458,2026-05-02,Canteen,Cleaning,3714.5,2026-05
COST001459,2026-05-02,Academic,Water,5265.07,2026-05
COST001460,2026-05-02,Academic,Cleaning,4196.25,2026-05
COST001461,2026-05-02,Maintenance,Water,4653.47,2026-05
COST001462,2026-05-02,Maintenance,Food,10318.51,2026-05
COST001463,2026-05-02,Transport,Food,18465.27,2026-05
COST001464,2026-05-02,Transport,Maintenance,4836.37,2026-05
COST001465,2026-05-03,Administration,Other,3619.62,2026-05
COST001466,2026-05-03,Administration,Maintenance,5561.3,2026-05
COST001467,2026-05-03,Hostel,Water,4024.12,2026-05
COST001468,2026-05-03,Hostel,Internet,2758.59,2026-05
COST001469,2026-05-03,Canteen,Transport,9127.85,2026-05
COST001470,2026-05-03,Canteen,Electricity,21142.04,2026-05
COST001471,2026-05-03,Academic,Water,3280.86,2026-05
COST001472,2026-05-03,Academic,Maintenance,5773.81,2026-05
COST001473,2026-05-03,Maintenance,Maintenance,7435.56,2026-05
COST001474,2026-05-03,Maintenance,Other,3099.26,2026-05
COST001475,2026-05-03,Transport,Other,3670.91,2026-05
COST001476,2026-05-03,Transport,Food,13435.83,2026-05
COST001477,2026-05-04,Administration,Other,3310.76,2026-05
COST001478,2026-05-04,Administration,Maintenance,8701.16,2026-05
COST001479,2026-05-04,Hostel,Maintenance,7408.99,2026-05
COST001480,2026-05-04,Hostel,Food,16857.71,2026-05
COST001481,2026-05-04,Canteen,Cleaning,3514.31,2026-05
COST001482,2026-05-04,Canteen,Water,5498.21,2026-05
COST001483,2026-05-04,Academic,Transport,6885.43,2026-05
COST001484,2026-05-04,Academic,Electricity,10658.9,2026-05
COST001485,2026-05-04,Maintenance,Water,5549.29,2026-05
COST001486,2026-05-04,Maintenance,Maintenance,7811.24,2026-05
COST001487,2026-05-04,Transport,Maintenance,8424.53,2026-05
COST001488,2026-05-04,Transport,Water,4344.71,2026-05
COST001489,2026-05-05,Administration,Internet,1804.29,2026-05
COST001490,2026-05-05,Administration,Maintenance,6825.8,2026-05
COST001491,2026-05-05,Hostel,Food,13459.6,2026-05
COST001492,2026-05-05,Hostel,Other,3447.68,2026-05
COST001493,2026-05-05,Canteen,Internet,2095.4,2026-05
COST001494,2026-05-05,Canteen,Maintenance,6992.79,2026-05
COST001495,2026-05-05,Academic,Cleaning,4288.56,2026-05
COST001496,2026-05-05,Academic,Electricity,13049.78,2026-05
COST001497,2026-05-05,Maintenance,Food,8220.59,2026-05
COST001498,2026-05-05,Maintenance,Other,2972.21,2026-05
COST001499,2026-05-05,Transport,Maintenance,5386.08,2026-05
COST001500,2026-05-05,Transport,Transport,9041.81,2026-05
COST001501,2026-05-06,Administration,Food,12539.81,2026-05
COST001502,2026-05-06,Administration,Cleaning,3846.2,2026-05
COST001503,2026-05-06,Hostel,Electricity,16257.81,2026-05
COST001504,2026-05-06,Hostel,Maintenance,8596.22,2026-05
COST001505,2026-05-06,Canteen,Maintenance,7009.44,2026-05
COST001506,2026-05-06,Canteen,Internet,2713.05,2026-05
COST001507,2026-05-06,Academic,Transport,9952.81,2026-05
COST001508,2026-05-06,Academic,Food,10432.28,2026-05
COST001509,2026-05-06,Maintenance,Other,3526.9,2026-05
COST001510,2026-05-06,Maintenance,Internet,3830.38,2026-05
COST001511,2026-05-06,Transport,Cleaning,3718.85,2026-05
COST001512,2026-05-06,Transport,Food,12049.61,2026-05
COST001513,2026-05-07,Administration,Internet,2537.87,2026-05
COST001514,2026-05-07,Administration,Other,2482.35,2026-05
COST001515,2026-05-07,Hostel,Maintenance,7478.67,2026-05
COST001516,2026-05-07,Hostel,Water,4357.22,2026-05
COST001517,2026-05-07,Canteen,Other,3733.35,2026-05
COST001518,2026-05-07,Canteen,Maintenance,7887.5,2026-05
COST001519,2026-05-07,Academic,Cleaning,3597.22,2026-05
COST001520,2026-05-07,Academic,Other,2896.03,2026-05
COST001521,2026-05-07,Maintenance,Electricity,19647.26,2026-05
COST001522,2026-05-07,Maintenance,Food,15244.37,2026-05
COST001523,2026-05-07,Transport,Water,4725.05,2026-05
COST001524,2026-05-07,Transport,Maintenance,8920.86,2026-05
COST001525,2026-05-08,Administration,Food,14980.24,2026-05
COST001526,2026-05-08,Administration,Maintenance,8890.2,2026-05
COST001527,2026-05-08,Hostel,Food,10393.6,2026-05
COST001528,2026-05-08,Hostel,Other,3077.76,2026-05
COST001529,2026-05-08,Canteen,Food,11043.54,2026-05
COST001530,2026-05-08,Canteen,Electricity,18010.18,2026-05
COST001531,2026-05-08,Academic,Water,4677.93,2026-05
COST001532,2026-05-08,Academic,Cleaning,2993.17,2026-05
COST001533,2026-05-08,Maintenance,Maintenance,8186.23,2026-05
COST001534,2026-05-08,Maintenance,Water,6301.63,2026-05
COST001535,2026-05-08,Transport,Cleaning,5128.42,2026-05
COST001536,2026-05-08,Transport,Electricity,17228.24,2026-05
COST001537,2026-05-09,Administration,Transport,6747.35,2026-05
COST001538,2026-05-09,Administration,Electricity,17960.02,2026-05
COST001539,2026-05-09,Hostel,Cleaning,4048.18,2026-05
COST001540,2026-05-09,Hostel,Other,3383.06,2026-05
COST001541,2026-05-09,Canteen,Other,3802.16,2026-05
COST001542,2026-05-09,Canteen,Food,11985.99,2026-05
COST001543,2026-05-09,Academic,Internet,3192.25,2026-05
COST001544,2026-05-09,Academic,Cleaning,4537.73,2026-05
COST001545,2026-05-09,Maintenance,Other,3464.46,2026-05
COST001546,2026-05-09,Maintenance,Internet,1816.1,2026-05
COST001547,2026-05-09,Transport,Internet,2496.5,2026-05
COST001548,2026-05-09,Transport,Other,2611.83,2026-05
COST001549,2026-05-10,Administration,Water,4276.07,2026-05
COST001550,2026-05-10,Administration,Maintenance,11634.77,2026-05
COST001551,2026-05-10,Hostel,Other,3385.43,2026-05
COST001552,2026-05-10,Hostel,Food,9608.48,2026-05
COST001553,2026-05-10,Canteen,Other,3100.23,2026-05
COST001554,2026-05-10,Canteen,Food,13974.3,2026-05
COST001555,2026-05-10,Academic,Internet,2570.18,2026-05
COST001556,2026-05-10,Academic,Electricity,14205.24,2026-05
COST001557,2026-05-10,Maintenance,Water,3712.47,2026-05
COST001558,2026-05-10,Maintenance,Other,2680.54,2026-05
COST001559,2026-05-10,Transport,Transport,7253.96,2026-05
COST001560,2026-05-10,Transport,Internet,2040.8,2026-05
COST001561,2026-05-11,Administration,Other,3621.09,2026-05
COST001562,2026-05-11,Administration,Water,3577.83,2026-05
COST001563,2026-05-11,Hostel,Other,2630.14,2026-05
COST001564,2026-05-11,Hostel,Water,5272.44,2026-05
COST001565,2026-05-11,Canteen,Maintenance,8738.22,2026-05
COST001566,2026-05-11,Canteen,Electricity,21596.04,2026-05
COST001567,2026-05-11,Academic,Water,6217.85,2026-05
COST001568,2026-05-11,Academic,Electricity,11081.79,2026-05
COST001569,2026-05-11,Maintenance,Water,6682.44,2026-05
COST001570,2026-05-11,Maintenance,Cleaning,2700.93,2026-05
COST001571,2026-05-11,Transport,Electricity,11267.19,2026-05
COST001572,2026-05-11,Transport,Food,10365.47,2026-05
COST001573,2026-05-12,Administration,Transport,6926.64,2026-05
COST001574,2026-05-12,Administration,Cleaning,3117.09,2026-05
COST001575,2026-05-12,Hostel,Cleaning,4356.16,2026-05
COST001576,2026-05-12,Hostel,Maintenance,7722.93,2026-05
COST001577,2026-05-12,Canteen,Electricity,14450.65,2026-05
COST001578,2026-05-12,Canteen,Maintenance,8958.94,2026-05
COST001579,2026-05-12,Academic,Electricity,10935.73,2026-05
COST001580,2026-05-12,Academic,Maintenance,6758.77,2026-05
COST001581,2026-05-12,Maintenance,Other,3436.46,2026-05
COST001582,2026-05-12,Maintenance,Food,14483.09,2026-05
COST001583,2026-05-12,Transport,Other,3532.88,2026-05
COST001584,2026-05-12,Transport,Maintenance,4404.43,2026-05
COST001585,2026-05-13,Administration,Other,2910.51,2026-05
COST001586,2026-05-13,Administration,Food,5830.48,2026-05
COST001587,2026-05-13,Hostel,Other,3150.22,2026-05
COST001588,2026-05-13,Hostel,Food,11146.68,2026-05
COST001589,2026-05-13,Canteen,Maintenance,8827.27,2026-05
COST001590,2026-05-13,Canteen,Other,2871.53,2026-05
COST001591,2026-05-13,Academic,Electricity,18492.99,2026-05
COST001592,2026-05-13,Academic,Water,5673.33,2026-05
COST001593,2026-05-13,Maintenance,Maintenance,6666.86,2026-05
COST001594,2026-05-13,Maintenance,Food,11878.11,2026-05
COST001595,2026-05-13,Transport,Maintenance,8503.2,2026-05
COST001596,2026-05-13,Transport,Cleaning,4472.95,2026-05
COST001597,2026-05-14,Administration,Transport,6165.48,2026-05
COST001598,2026-05-14,Administration,Other,2751.69,2026-05
COST001599,2026-05-14,Hostel,Water,4999.01,2026-05
COST001600,2026-05-14,Hostel,Transport,8322.04,2026-05
COST001601,2026-05-14,Canteen,Electricity,20053.71,2026-05
COST001602,2026-05-14,Canteen,Cleaning,4215.31,2026-05
COST001603,2026-05-14,Academic,Maintenance,6822.83,2026-05
COST001604,2026-05-14,Academic,Other,2753.78,2026-05
COST001605,2026-05-14,Maintenance,Transport,9630.24,2026-05
COST001606,2026-05-14,Maintenance,Water,3886.36,2026-05
COST001607,2026-05-14,Transport,Internet,2663.01,2026-05
COST001608,2026-05-14,Transport,Other,3566.99,2026-05
COST001609,2026-05-15,Administration,Maintenance,7399.3,2026-05
COST001610,2026-05-15,Administration,Electricity,10800.91,2026-05
COST001611,2026-05-15,Hostel,Water,7624.4,2026-05
COST001612,2026-05-15,Hostel,Internet,2548.05,2026-05
COST001613,2026-05-15,Canteen,Maintenance,6829.38,2026-05
COST001614,2026-05-15,Canteen,Other,3697.93,2026-05
COST001615,2026-05-15,Academic,Cleaning,5235.54,2026-05
COST001616,2026-05-15,Academic,Electricity,19790.32,2026-05
COST001617,2026-05-15,Maintenance,Transport,8711.6,2026-05
COST001618,2026-05-15,Maintenance,Internet,3322.84,2026-05
COST001619,2026-05-15,Transport,Maintenance,7583.37,2026-05
COST001620,2026-05-15,Transport,Water,5195.23,2026-05
COST001621,2026-05-16,Administration,Cleaning,3670.36,2026-05
COST001622,2026-05-16,Administration,Water,2828.68,2026-05
COST001623,2026-05-16,Hostel,Internet,2003.23,2026-05
COST001624,2026-05-16,Hostel,Electricity,13452.05,2026-05
COST001625,2026-05-16,Canteen,Transport,7425.56,2026-05
COST001626,2026-05-16,Canteen,Other,2015.95,2026-05
COST001627,2026-05-16,Academic,Transport,7463.71,2026-05
COST001628,2026-05-16,Academic,Food,10235.93,2026-05
COST001629,2026-05-16,Maintenance,Food,9215.61,2026-05
COST001630,2026-05-16,Maintenance,Other,2010.8,2026-05
COST001631,2026-05-16,Transport,Cleaning,3333.71,2026-05
COST001632,2026-05-16,Transport,Electricity,19013.82,2026-05
COST001633,2026-05-17,Administration,Cleaning,5802.86,2026-05
COST001634,2026-05-17,Administration,Other,3650.52,2026-05
COST001635,2026-05-17,Hostel,Water,3396.67,2026-05
COST001636,2026-05-17,Hostel,Transport,4154.41,2026-05
COST001637,2026-05-17,Canteen,Maintenance,10428.01,2026-05
COST001638,2026-05-17,Canteen,Other,3597.28,2026-05
COST001639,2026-05-17,Academic,Internet,2311.5,2026-05
COST001640,2026-05-17,Academic,Cleaning,3762.43,2026-05
COST001641,2026-05-17,Maintenance,Food,12849.3,2026-05
COST001642,2026-05-17,Maintenance,Transport,7273.56,2026-05
COST001643,2026-05-17,Transport,Water,6342.82,2026-05
COST001644,2026-05-17,Transport,Internet,2549.41,2026-05
COST001645,2026-05-18,Administration,Food,11451.04,2026-05
COST001646,2026-05-18,Administration,Other,3021.07,2026-05
COST001647,2026-05-18,Hostel,Transport,4196.04,2026-05
COST001648,2026-05-18,Hostel,Other,3437.77,2026-05
COST001649,2026-05-18,Canteen,Other,3276.18,2026-05
COST001650,2026-05-18,Canteen,Food,6536.8,2026-05
COST001651,2026-05-18,Academic,Internet,2597.9,2026-05
COST001652,2026-05-18,Academic,Water,4600.15,2026-05
COST001653,2026-05-18,Maintenance,Other,2447.37,2026-05
COST001654,2026-05-18,Maintenance,Maintenance,9848.28,2026-05
COST001655,2026-05-18,Transport,Transport,9751.71,2026-05
COST001656,2026-05-18,Transport,Internet,2174.72,2026-05
COST001657,2026-05-19,Administration,Internet,2026.85,2026-05
COST001658,2026-05-19,Administration,Water,4952.9,2026-05
COST001659,2026-05-19,Hostel,Electricity,11907.79,2026-05
COST001660,2026-05-19,Hostel,Other,2958.1,2026-05
COST001661,2026-05-19,Canteen,Water,5051.42,2026-05
COST001662,2026-05-19,Canteen,Maintenance,11215.77,2026-05
COST001663,2026-05-19,Academic,Other,2040.88,2026-05
COST001664,2026-05-19,Academic,Internet,2758.09,2026-05
COST001665,2026-05-19,Maintenance,Other,3182.43,2026-05
COST001666,2026-05-19,Maintenance,Maintenance,7525.78,2026-05
COST001667,2026-05-19,Transport,Electricity,9240.74,2026-05
COST001668,2026-05-19,Transport,Food,15544.85,2026-05
COST001669,2026-05-20,Administration,Water,3804.13,2026-05
COST001670,2026-05-20,Administration,Transport,7797.67,2026-05
COST001671,2026-05-20,Hostel,Other,2691.45,2026-05
COST001672,2026-05-20,Hostel,Maintenance,7666.43,2026-05
COST001673,2026-05-20,Canteen,Internet,1905.36,2026-05
COST001674,2026-05-20,Canteen,Other,2949.47,2026-05
COST001675,2026-05-20,Academic,Electricity,16440.55,2026-05
COST001676,2026-05-20,Academic,Maintenance,6413.13,2026-05
COST001677,2026-05-20,Maintenance,Water,4916.74,2026-05
COST001678,2026-05-20,Maintenance,Electricity,16554.61,2026-05
COST001679,2026-05-20,Transport,Water,6359.81,2026-05
COST001680,2026-05-20,Transport,Maintenance,8019.63,2026-05
COST001681,2026-05-21,Administration,Cleaning,3312.19,2026-05
COST001682,2026-05-21,Administration,Internet,1354.72,2026-05
COST001683,2026-05-21,Hostel,Electricity,11832.74,2026-05
COST001684,2026-05-21,Hostel,Food,14174.92,2026-05
COST001685,2026-05-21,Canteen,Other,2567.07,2026-05
COST001686,2026-05-21,Canteen,Cleaning,3629.06,2026-05
COST001687,2026-05-21,Academic,Food,10290.07,2026-05
COST001688,2026-05-21,Academic,Transport,5385.83,2026-05
COST001689,2026-05-21,Maintenance,Cleaning,5386.54,2026-05
COST001690,2026-05-21,Maintenance,Other,3569.27,2026-05
COST001691,2026-05-21,Transport,Food,9233.54,2026-05
COST001692,2026-05-21,Transport,Cleaning,3546.58,2026-05
COST001693,2026-05-22,Administration,Maintenance,9677.36,2026-05
COST001694,2026-05-22,Administration,Cleaning,5822.27,2026-05
COST001695,2026-05-22,Hostel,Cleaning,3401.5,2026-05
COST001696,2026-05-22,Hostel,Maintenance,6119.51,2026-05
COST001697,2026-05-22,Canteen,Cleaning,3057.27,2026-05
COST001698,2026-05-22,Canteen,Food,9438.24,2026-05
COST001699,2026-05-22,Academic,Water,5076.38,2026-05
COST001700,2026-05-22,Academic,Other,3526.13,2026-05
COST001701,2026-05-22,Maintenance,Food,11536.96,2026-05
COST001702,2026-05-22,Maintenance,Internet,2994.8,2026-05
COST001703,2026-05-22,Transport,Other,2532.79,2026-05
COST001704,2026-05-22,Transport,Cleaning,3818.02,2026-05
COST001705,2026-05-23,Administration,Food,8143.68,2026-05
COST001706,2026-05-23,Administration,Other,2357.49,2026-05
COST001707,2026-05-23,Hostel,Internet,3062.64,2026-05
COST001708,2026-05-23,Hostel,Maintenance,6496.55,2026-05
COST001709,2026-05-23,Canteen,Cleaning,2178.78,2026-05
COST001710,2026-05-23,Canteen,Food,8576.0,2026-05
COST001711,2026-05-23,Academic,Food,12277.63,2026-05
COST001712,2026-05-23,Academic,Cleaning,4945.74,2026-05
COST001713,2026-05-23,Maintenance,Internet,2123.01,2026-05
COST001714,2026-05-23,Maintenance,Electricity,12010.9,2026-05
COST001715,2026-05-23,Transport,Cleaning,4455.38,2026-05
COST001716,2026-05-23,Transport,Water,6191.92,2026-05
COST001717,2026-05-24,Administration,Transport,7940.58,2026-05
COST001718,2026-05-24,Administration,Cleaning,3918.15,2026-05
COST001719,2026-05-24,Hostel,Cleaning,3496.57,2026-05
COST001720,2026-05-24,Hostel,Transport,8918.39,2026-05
COST001721,2026-05-24,Canteen,Internet,2929.87,2026-05
COST001722,2026-05-24,Canteen,Cleaning,3584.29,2026-05
COST001723,2026-05-24,Academic,Electricity,15750.32,2026-05
COST001724,2026-05-24,Academic,Transport,7566.88,2026-05
COST001725,2026-05-24,Maintenance,Internet,2559.56,2026-05
COST001726,2026-05-24,Maintenance,Electricity,16121.2,2026-05
COST001727,2026-05-24,Transport,Maintenance,9330.88,2026-05
COST001728,2026-05-24,Transport,Cleaning,3430.45,2026-05
COST001729,2026-05-25,Administration,Other,3630.48,2026-05
COST001730,2026-05-25,Administration,Maintenance,8064.79,2026-05
COST001731,2026-05-25,Hostel,Water,4511.56,2026-05
COST001732,2026-05-25,Hostel,Other,3583.97,2026-05
COST001733,2026-05-25,Canteen,Other,3015.53,2026-05
COST001734,2026-05-25,Canteen,Maintenance,8296.13,2026-05
COST001735,2026-05-25,Academic,Other,3272.06,2026-05
COST001736,2026-05-25,Academic,Cleaning,4128.4,2026-05
COST001737,2026-05-25,Maintenance,Cleaning,3258.29,2026-05
COST001738,2026-05-25,Maintenance,Internet,2513.95,2026-05
COST001739,2026-05-25,Transport,Food,7539.3,2026-05
COST001740,2026-05-25,Transport,Electricity,16242.8,2026-05
COST001741,2026-05-26,Administration,Water,5181.55,2026-05
COST001742,2026-05-26,Administration,Electricity,16115.66,2026-05
COST001743,2026-05-26,Hostel,Internet,2770.32,2026-05
COST001744,2026-05-26,Hostel,Maintenance,7745.87,2026-05
COST001745,2026-05-26,Canteen,Food,13301.29,2026-05
COST001746,2026-05-26,Canteen,Electricity,16025.01,2026-05
COST001747,2026-05-26,Academic,Internet,1847.51,2026-05
COST001748,2026-05-26,Academic,Food,12721.51,2026-05
COST001749,2026-05-26,Maintenance,Transport,5015.97,2026-05
COST001750,2026-05-26,Maintenance,Cleaning,3977.76,2026-05
COST001751,2026-05-26,Transport,Transport,6682.43,2026-05
COST001752,2026-05-26,Transport,Internet,2054.77,2026-05
COST001753,2026-05-27,Administration,Food,13918.74,2026-05
COST001754,2026-05-27,Administration,Transport,6884.11,2026-05
COST001755,2026-05-27,Hostel,Transport,6235.78,2026-05
COST001756,2026-05-27,Hostel,Other,3303.74,2026-05
COST001757,2026-05-27,Canteen,Internet,2063.01,2026-05
COST001758,2026-05-27,Canteen,Transport,9059.52,2026-05
COST001759,2026-05-27,Academic,Cleaning,4386.51,2026-05
COST001760,2026-05-27,Academic,Other,2849.51,2026-05
COST001761,2026-05-27,Maintenance,Food,11266.42,2026-05
COST001762,2026-05-27,Maintenance,Water,5459.35,2026-05
COST001763,2026-05-27,Transport,Transport,7215.07,2026-05
COST001764,2026-05-27,Transport,Food,10858.69,2026-05
COST001765,2026-05-28,Administration,Other,3217.18,2026-05
COST001766,2026-05-28,Administration,Internet,1354.39,2026-05
COST001767,2026-05-28,Hostel,Food,8276.73,2026-05
COST001768,2026-05-28,Hostel,Water,6863.88,2026-05
COST001769,2026-05-28,Canteen,Cleaning,3951.49,2026-05
COST001770,2026-05-28,Canteen,Food,14704.98,2026-05
COST001771,2026-05-28,Academic,Transport,7621.95,2026-05
COST001772,2026-05-28,Academic,Cleaning,4635.64,2026-05
COST001773,2026-05-28,Maintenance,Cleaning,4267.24,2026-05
COST001774,2026-05-28,Maintenance,Maintenance,8863.74,2026-05
COST001775,2026-05-28,Transport,Internet,1846.5,2026-05
COST001776,2026-05-28,Transport,Cleaning,2821.62,2026-05
COST001777,2026-05-29,Administration,Water,5560.57,2026-05
COST001778,2026-05-29,Administration,Maintenance,7083.54,2026-05
COST001779,2026-05-29,Hostel,Food,13696.99,2026-05
COST001780,2026-05-29,Hostel,Water,3909.7,2026-05
COST001781,2026-05-29,Canteen,Water,5056.17,2026-05
COST001782,2026-05-29,Canteen,Food,9632.29,2026-05
COST001783,2026-05-29,Academic,Food,11625.94,2026-05
COST001784,2026-05-29,Academic,Water,6133.8,2026-05
COST001785,2026-05-29,Maintenance,Maintenance,6896.15,2026-05
COST001786,2026-05-29,Maintenance,Other,2131.65,2026-05
COST001787,2026-05-29,Transport,Internet,3438.76,2026-05
COST001788,2026-05-29,Transport,Water,3634.0,2026-05
COST001789,2026-05-30,Administration,Food,11552.72,2026-05
COST001790,2026-05-30,Administration,Maintenance,8790.19,2026-05
COST001791,2026-05-30,Hostel,Other,2152.6,2026-05
COST001792,2026-05-30,Hostel,Food,10383.08,2026-05
COST001793,2026-05-30,Canteen,Maintenance,8415.47,2026-05
COST001794,2026-05-30,Canteen,Other,2562.92,2026-05
COST001795,2026-05-30,Academic,Cleaning,4599.91,2026-05
COST001796,2026-05-30,Academic,Electricity,17146.07,2026-05
COST001797,2026-05-30,Maintenance,Cleaning,4185.84,2026-05
COST001798,2026-05-30,Maintenance,Electricity,18789.05,2026-05
COST001799,2026-05-30,Transport,Internet,2337.75,2026-05
COST001800,2026-05-30,Transport,Transport,6435.99,2026-05
COST001801,2026-05-31,Administration,Other,2868.59,2026-05
COST001802,2026-05-31,Administration,Maintenance,7108.32,2026-05
COST001803,2026-05-31,Hostel,Maintenance,5411.64,2026-05
COST001804,2026-05-31,Hostel,Water,4023.9,2026-05
