cost_id,date,department,expense_category,amount
COST001615,2026-05-15,Academic,Cleaning,5235.54
COST001616,2026-05-15,Academic,Electricity,19790.32
COST001617,2026-05-15,Maintenance,Transport,8711.6
COST001618,2026-05-15,Maintenance,Internet,3322.84
COST001619,2026-05-15,Transport,Maintenance,7583.37
COST001620,2026-05-15,Transport,Water,5195.23
COST001621,2026-05-16,Administration,Cleaning,3670.36
COST001622,2026-05-16,Administration,Water,2828.68
COST001623,2026-05-16,Hostel,Internet,2003.23
COST001624,2026-05-16,Hostel,Electricity,13452.05
COST001625,2026-05-16,Canteen,Transport,7425.56
COST001626,2026-05-16,Canteen,Other,2015.95
COST001627,2026-05-16,Academic,Transport,7463.71
COST001628,2026-05-16,Academic,Food,10235.93
COST001629,2026-05-16,Maintenance,Food,9215.61
COST001630,2026-05-16,Maintenance,Other,2010.8
COST001631,2026-05-16,Transport,Cleaning,3333.71
COST001632,2026-05-16,Transport,Electricity,19013.82
COST001633,2026-05-17,Administration,Cleaning,5802.86
COST001634,2026-05-17,Administration,Other,3650.52
COST001635,2026-05-17,Hostel,Water,3396.67
COST001636,2026-05-17,Hostel,Transport,4154.41
COST001637,2026-05-17,Canteen,Maintenance,10428.01
COST001638,2026-05-17,Canteen,Other,3597.28
COST001639,2026-05-17,Academic,Internet,2311.5
COST001640,2026-05-17,Academic,Cleaning,3762.43
COST001641,2026-05-17,Maintenance,Food,12849.3
COST001642,2026-05-17,Maintenance,Transport,7273.56
COST001643,2026-05-17,Transport,Water,6342.82
COST001644,2026-05-17,Transport,Internet,2549.41
COST001645,2026-05-18,Administration,Food,11451.04
COST001646,2026-05-18,Administration,Other,3021.07
COST001647,2026-05-18,Hostel,Transport,4196.04
COST001648,2026-05-18,Hostel,Other,3437.77
COST001649,2026-05-18,Canteen,Other,3276.18
COST001650,2026-05-18,Canteen,Food,6536.8
COST001651,2026-05-18,Academic,Internet,2597.9
COST001652,2026-05-18,Academic,Water,4600.15
COST001653,2026-05-18,Maintenance,Other,2447.37
COST001654,2026-05-18,Maintenance,Maintenance,9848.28
COST001655,2026-05-18,Transport,Transport,9751.71
COST001656,2026-05-18,Transport,Internet,2174.72
COST001657,2026-05-19,Administration,Internet,2026.85
COST001658,2026-05-19,Administration,Water,4952.9
COST001659,2026-05-19,Hostel,Electricity,11907.79
COST001660,2026-05-19,Hostel,Other,2958.1
COST001661,2026-05-19,Canteen,Water,5051.42
COST001662,2026-05-19,Canteen,Maintenance,11215.77
COST001663,2026-05-19,Academic,Other,2040.88
COST001664,2026-05-19,Academic,Internet,2758.09
COST001665,2026-05-19,Maintenance,Other,3182.43
COST001666,2026-05-19,Maintenance,Maintenance,7525.78
COST001667,2026-05-19,Transport,Electricity,9240.74
COST001668,2026-05-19,Transport,Food,15544.85
COST001669,2026-05-20,Administration,Water,3804.13
COST001670,2026-05-20,Administration,Transport,7797.67
COST001671,2026-05-20,Hostel,Other,2691.45
COST001672,2026-05-20,Hostel,Maintenance,7666.43
COST001673,2026-05-20,Canteen,Internet,1905.36
COST001674,2026-05-20,Canteen,Other,2949.47
COST001675,2026-05-20,Academic,Electricity,16440.55
COST001676,2026-05-20,Academic,Maintenance,6413.13
COST001677,2026-05-20,Maintenance,Water,4916.74
COST001678,2026-05-20,Maintenance,Electricity,16554.61
COST001679,2026-05-20,Transport,Water,6359.81
COST001680,2026-05-20,Transport,Maintenance,8019.63
COST001681,2026-05-21,Administration,Cleaning,3312.19
COST001682,2026-05-21,Administration,Internet,1354.72
COST001683,2026-05-21,Hostel,Electricity,11832.74
COST001684,2026-05-21,Hostel,Food,14174.92
COST001685,2026-05-21,Canteen,Other,2567.07
COST001686,2026-05-21,Canteen,Cleaning,3629.06
COST001687,2026-05-21,Academic,Food,10290.07
COST001688,2026-05-21,Academic,Transport,5385.83
COST001689,2026-05-21,Maintenance,Cleaning,5386.54
COST001690,2026-05-21,Maintenance,Other,3569.27
COST001691,2026-05-21,Transport,Food,9233.54
COST001692,2026-05-21,Transport,Cleaning,3546.58
COST001693,2026-05-22,Administration,Maintenance,9677.36
COST001694,2026-05-22,Administration,Cleaning,5822.27
COST001695,2026-05-22,Hostel,Cleaning,3401.5
COST001696,2026-05-22,Hostel,Maintenance,6119.51
COST001697,2026-05-22,Canteen,Cleaning,3057.27
COST001698,2026-05-22,Canteen,Food,9438.24
COST001699,2026-05-22,Academic,Water,5076.38
COST001700,2026-05-22,Academic,Other,3526.13
COST001701,2026-05-22,Maintenance,Food,11536.96
COST001702,2026-05-22,Maintenance,Internet,2994.8
COST001703,2026-05-22,Transport,Other,2532.79
COST001704,2026-05-22,Transport,Cleaning,3818.02
COST001705,2026-05-23,Administration,Food,8143.68
COST001706,2026-05-23,Administration,Other,2357.49
COST001707,2026-05-23,Hostel,Internet,3062.64
COST001708,2026-05-23,Hostel,Maintenance,6496.55
COST001709,2026-05-23,Canteen,Cleaning,2178.78
COST001710,2026-05-23,Canteen,Food,8576.0
COST001711,2026-05-23,Academic,Food,12277.63
COST001712,2026-05-23,Academic,Cleaning,4945.74
COST001713,2026-05-23,Maintenance,Internet,2123.01
COST001714,2026-05-23,Maintenance,Electricity,12010.9
COST001715,2026-05-23,Transport,Cleaning,4455.38
COST001716,2026-05-23,Transport,Water,6191.92
COST001717,2026-05-24,Administration,Transport,7940.58
COST001718,2026-05-24,Administration,Cleaning,3918.15
COST001719,2026-05-24,Hostel,Cleaning,3496.57
COST001720,2026-05-24,Hostel,Transport,8918.39
COST001721,2026-05-24,Canteen,Internet,2929.87
COST001722,2026-05-24,Canteen,Cleaning,3584.29
COST001723,2026-05-24,Academic,Electricity,15750.32
COST001724,2026-05-24,Academic,Transport,7566.88
COST001725,2026-05-24,Maintenance,Internet,2559.56
COST001726,2026-05-24,Maintenance,Electricity,16121.2
COST001727,2026-05-24,Transport,Maintenance,9330.88
COST001728,2026-05-24,Transport,Cleaning,3430.45
COST001729,2026-05-25,Administration,Other,3630.48
COST001730,2026-05-25,Administration,Maintenance,8064.79
COST001731,2026-05-25,Hostel,Water,4511.56
COST001732,2026-05-25,Hostel,Other,3583.97
COST001733,2026-05-25,Canteen,Other,3015.53
COST001734,2026-05-25,Canteen,Maintenance,8296.13
COST001735,2026-05-25,Academic,Other,3272.06
COST001736,2026-05-25,Academic,Cleaning,4128.4
COST001737,2026-05-25,Maintenance,Cleaning,3258.29
COST001738,2026-05-25,Maintenance,Internet,2513.95
COST001739,2026-05-25,Transport,Food,7539.3
COST001740,2026-05-25,Transport,Electricity,16242.8
COST001741,2026-05-26,Administration,Water,5181.55
COST001742,2026-05-26,Administration,Electricity,16115.66
COST001743,2026-05-26,Hostel,Internet,2770.32
COST001744,2026-05-26,Hostel,Maintenance,7745.87
COST001745,2026-05-26,Canteen,Food,13301.29
COST001746,2026-05-26,Canteen,Electricity,16025.01
COST001747,2026-05-26,Academic,Internet,1847.51
COST001748,2026-05-26,Academic,Food,12721.51
COST001749,2026-05-26,Maintenance,Transport,5015.97
COST001750,2026-05-26,Maintenance,Cleaning,3977.76
COST001751,2026-05-26,Transport,Transport,6682.43
COST001752,2026-05-26,Transport,Internet,2054.77
COST001753,2026-05-27,Administration,Food,13918.74
COST001754,2026-05-27,Administration,Transport,6884.11
COST001755,2026-05-27,Hostel,Transport,6235.78
COST001756,2026-05-27,Hostel,Other,3303.74
COST001757,2026-05-27,Canteen,Internet,2063.01
COST001758,2026-05-27,Canteen,Transport,9059.52
COST001759,2026-05-27,Academic,Cleaning,4386.51
COST001760,2026-05-27,Academic,Other,2849.51
COST001761,2026-05-27,Maintenance,Food,11266.42
COST001762,2026-05-27,Maintenance,Water,5459.35
COST001763,2026-05-27,Transport,Transport,7215.07
COST001764,2026-05-27,Transport,Food,10858.69
COST001765,2026-05-28,Administration,Other,3217.18
COST001766,2026-05-28,Administration,Internet,1354.39
COST001767,2026-05-28,Hostel,Food,8276.73
COST001768,2026-05-28,Hostel,Water,6863.88
COST001769,2026-05-28,Canteen,Cleaning,3951.49
COST001770,2026-05-28,Canteen,Food,14704.98
COST001771,2026-05-28,Academic,Transport,7621.95
COST001772,2026-05-28,Academic,Cleaning,4635.64
COST001773,2026-05-28,Maintenance,Cleaning,4267.24
COST001774,2026-05-28,Maintenance,Maintenance,8863.74
COST001775,2026-05-28,Transport,Internet,1846.5
COST001776,2026-05-28,Transport,Cleaning,2821.62
COST001777,2026-05-29,Administration,Water,5560.57
COST001778,2026-05-29,Administration,Maintenance,7083.54
COST001779,2026-05-29,Hostel,Food,13696.99
COST001780,2026-05-29,Hostel,Water,3909.7
COST001781,2026-05-29,Canteen,Water,5056.17
COST001782,2026-05-29,Canteen,Food,9632.29
COST001783,2026-05-29,Academic,Food,11625.94
COST001784,2026-05-29,Academic,Water,6133.8
COST001785,2026-05-29,Maintenance,Maintenance,6896.15
COST001786,2026-05-29,Maintenance,Other,2131.65
COST001787,2026-05-29,Transport,Internet,3438.76
COST001788,2026-05-29,Transport,Water,3634.0
COST001789,2026-05-30,Administration,Food,11552.72
COST001790,2026-05-30,Administration,Maintenance,8790.19
COST001791,2026-05-30,Hostel,Other,2152.6
COST001792,2026-05-30,Hostel,Food,10383.08
COST001793,2026-05-30,Canteen,Maintenance,8415.47
COST001794,2026-05-30,Canteen,Other,2562.92
COST001795,2026-05-30,Academic,Cleaning,4599.91
COST001796,2026-05-30,Academic,Electricity,17146.07
COST001797,2026-05-30,Maintenance,Cleaning,4185.84
COST001798,2026-05-30,Maintenance,Electricity,18789.05
COST001799,2026-05-30,Transport,Internet,2337.75
COST001800,2026-05-30,Transport,Transport,6435.99
COST001801,2026-05-31,Administration,Other,2868.59
COST001802,2026-05-31,Administration,Maintenance,7108.32
COST001803,2026-05-31,Hostel,Maintenance,5411.64
COST001804,2026-05-31,Hostel,Water,4023.9
COST001805,2026-05-31,Canteen,Maintenance,9347.47
COST001806,2026-05-31,Canteen,Internet,3049.88
COST001807,2026-05-31,Academic,Cleaning,3094.78
COST001808,2026-05-31,Academic,Other,4164.69
COST001809,2026-05-31,Maintenance,Transport,6068.39
COST001810,2026-05-31,Maintenance,Maintenance,8760.64
COST001811,2026-05-31,Transport,Water,3690.51
COST001812,2026-05-31,Transport,Cleaning,3698.2
COST001813,2026-06-01,Administration,Transport,9881.79
COST001814,2026-06-01,Administration,Maintenance,9226.33
COST001815,2026-06-01,Hostel,Transport,6310.87
COST001816,2026-06-01,Hostel,Maintenance,9300.93
COST001817,2026-06-01,Canteen,Electricity,12319.6
COST001818,2026-06-01,Canteen,Internet,2453.05
COST001819,2026-06-01,Academic,Cleaning,5152.1
COST001820,2026-06-01,Academic,Water,4654.45
COST001821,2026-06-01,Maintenance,Transport,7104.4
COST001822,2026-06-01,Maintenance,Water,3181.05
COST001823,2026-06-01,Transport,Cleaning,3866.92
COST001824,2026-06-01,Transport,Water,6218.23
COST001825,2026-06-02,Administration,Food,13642.68
COST001826,2026-06-02,Administration,Water,4416.52
COST001827,2026-06-02,Hostel,Other,2674.75
COST001828,2026-06-02,Hostel,Cleaning,2675.74
COST001829,2026-06-02,Canteen,Water,5945.67
COST001830,2026-06-02,Canteen,Cleaning,3173.89
COST001831,2026-06-02,Academic,Maintenance,11259.31
COST001832,2026-06-02,Academic,Water,6787.19
COST001833,2026-06-02,Maintenance,Cleaning,4540.19
COST001834,2026-06-02,Maintenance,Maintenance,9502.46
COST001835,2026-06-02,Transport,Electricity,7392.77
COST001836,2026-06-02,Transport,Other,2893.47
COST001837,2026-06-03,Administration,Cleaning,3505.28
COST001838,2026-06-03,Administration,Other,2169.03
COST001839,2026-06-03,Hostel,Internet,2181.26
COST001840,2026-06-03,Hostel,Transport,6470.23
COST001841,2026-06-03,Canteen,Internet,2506.94
COST001842,2026-06-03,Canteen,Electricity,11061.4
COST001843,2026-06-03,Academic,Transport,9489.05
COST001844,2026-06-03,Academic,Electricity,12969.75
COST001845,2026-06-03,Maintenance,Electricity,18379.22
COST001846,2026-06-03,Maintenance,Transport,7857.56
COST001847,2026-06-03,Transport,Internet,3006.57
COST001848,2026-06-03,Transport,Food,11787.32
COST001849,2026-06-04,Administration,Cleaning,4709.36
COST001850,2026-06-04,Administration,Electricity,14152.93
COST001851,2026-06-04,Hostel,Internet,2419.05
COST001852,2026-06-04,Hostel,Electricity,11869.49
COST001853,2026-06-04,Canteen,Food,9798.13
COST001854,2026-06-04,Canteen,Maintenance,10404.54
COST001855,2026-06-04,Academic,Transport,7692.31
COST001856,2026-06-04,Academic,Other,2701.99
COST001857,2026-06-04,Maintenance,Transport,5770.15
COST001858,2026-06-04,Maintenance,Food,13195.93
COST001859,2026-06-04,Transport,Maintenance,10232.13
COST001860,2026-06-04,Transport,Other,2538.4
COST001861,2026-06-05,Administration,Electricity,17762.23
COST001862,2026-06-05,Administration,Water,6718.44
COST001863,2026-06-05,Hostel,Cleaning,3634.41
COST001864,2026-06-05,Hostel,Other,2799.95
COST001865,2026-06-05,Canteen,Food,13135.42
COST001866,2026-06-05,Canteen,Cleaning,4120.95
COST001867,2026-06-05,Academic,Other,3041.6
COST001868,2026-06-05,Academic,Internet,2147.62
COST001869,2026-06-05,Maintenance,Transport,5491.58
COST001870,2026-06-05,Maintenance,Cleaning,5062.31
COST001871,2026-06-05,Transport,Other,2255.99
COST001872,2026-06-05,Transport,Water,6269.0
COST001873,2026-06-06,Administration,Food,13109.49
COST001874,2026-06-06,Administration,Electricity,12244.8
COST001875,2026-06-06,Hostel,Cleaning,5491.91
COST001876,2026-06-06,Hostel,Food,13395.23
COST001877,2026-06-06,Canteen,Internet,2320.4
COST001878,2026-06-06,Canteen,Electricity,15452.95
COST001879,2026-06-06,Academic,Internet,3816.14
COST001880,2026-06-06,Academic,Maintenance,12939.17
COST001881,2026-06-06,Maintenance,Electricity,9143.36
COST001882,2026-06-06,Maintenance,Food,13555.06
COST001883,2026-06-06,Transport,Electricity,18736.67
COST001884,2026-06-06,Transport,Cleaning,3296.02
COST001885,2026-06-07,Administration,Water,5889.65
COST001886,2026-06-07,Administration,Electricity,13743.57
COST001887,2026-06-07,Hostel,Maintenance,9273.8
COST001888,2026-06-07,Hostel,Transport,6059.2
COST001889,2026-06-07,Canteen,Water,5300.32
COST001890,2026-06-07,Canteen,Other,2895.77
COST001891,2026-06-07,Academic,Food,12233.9
COST001892,2026-06-07,Academic,Other,4642.88
COST001893,2026-06-07,Maintenance,Water,3992.98
COST001894,2026-06-07,Maintenance,Maintenance,9225.83
COST001895,2026-06-07,Transport,Internet,2534.07
COST001896,2026-06-07,Transport,Food,13058.36
COST001897,2026-06-08,Administration,Water,4692.73
COST001898,2026-06-08,Administration,Cleaning,3780.7
COST001899,2026-06-08,Hostel,Electricity,13195.86
COST001900,2026-06-08,Hostel,Other,2865.81
COST001901,2026-06-08,Canteen,Cleaning,3646.02
COST001902,2026-06-08,Canteen,Food,12056.56
COST001903,2026-06-08,Academic,Internet,1583.25
COST001904,2026-06-08,Academic,Maintenance,5500.36
COST001905,2026-06-08,Maintenance,Transport,9046.48
COST001906,2026-06-08,Maintenance,Internet,2299.28
COST001907,2026-06-08,Transport,Electricity,13062.01
COST001908,2026-06-08,Transport,Water,6844.03
COST001909,2026-06-09,Administration,Other,3042.72
COST001910,2026-06-09,Administration,Internet,2583.59
COST001911,2026-06-09,Hostel,Water,4786.64
COST001912,2026-06-09,Hostel,Cleaning,4073.66
COST001913,2026-06-09,Canteen,Water,3227.25
COST001914,2026-06-09,Canteen,Internet,2115.65
COST001915,2026-06-09,Academic,Electricity,18108.86
COST001916,2026-06-09,Academic,Transport,7781.35
COST001917,2026-06-09,Maintenance,Maintenance,7656.02
COST001918,2026-06-09,Maintenance,Internet,3180.48
COST001919,2026-06-09,Transport,Internet,3016.87
COST001920,2026-06-09,Transport,Other,3104.66
COST001921,2026-06-10,Administration,Internet,2706.96
COST001922,2026-06-10,Administration,Cleaning,2572.04
COST001923,2026-06-10,Hostel,Transport,7208.54
COST001924,2026-06-10,Hostel,Electricity,14841.73
COST001925,2026-06-10,Canteen,Cleaning,4194.65
COST001926,2026-06-10,Canteen,Other,3025.99
COST001927,2026-06-10,Academic,Cleaning,3874.38
COST001928,2026-06-10,Academic,Electricity,16736.06
COST001929,2026-06-10,Maintenance,Water,4468.37
COST001930,2026-06-10,Maintenance,Internet,1575.55
COST001931,2026-06-10,Transport,Cleaning,3793.01
COST001932,2026-06-10,Transport,Electricity,11128.64
COST001933,2026-06-11,Administration,Electricity,16456.05
COST001934,2026-06-11,Administration,Maintenance,7928.75
COST001935,2026-06-11,Hostel,Maintenance,8435.79
COST001936,2026-06-11,Hostel,Other,2239.19
COST001937,2026-06-11,Canteen,Electricity,20496.56
COST001938,2026-06-11,Canteen,Maintenance,12556.79
COST001939,2026-06-11,Academic,Other,3607.94
COST001940,2026-06-11,Academic,Electricity,10365.53
COST001941,2026-06-11,Maintenance,Transport,6200.69
COST001942,2026-06-11,Maintenance,Electricity,13013.22
COST001943,2026-06-11,Transport,Maintenance,7950.82
COST001944,2026-06-11,Transport,Other,2235.61
COST001945,2026-06-12,Administration,Food,11513.08
COST001946,2026-06-12,Administration,Other,3450.63
COST001947,2026-06-12,Hostel,Internet,3195.09
COST001948,2026-06-12,Hostel,Maintenance,6657.45
COST001949,2026-06-12,Canteen,Internet,2744.12
COST001950,2026-06-12,Canteen,Water,7109.22
COST001951,2026-06-12,Academic,Water,4739.21
COST001952,2026-06-12,Academic,Transport,7861.56
COST001953,2026-06-12,Maintenance,Internet,2764.31
COST001954,2026-06-12,Maintenance,Other,3176.62
COST001955,2026-06-12,Transport,Electricity,15105.14
COST001956,2026-06-12,Transport,Maintenance,5055.49
COST001957,2026-06-13,Administration,Food,14090.31
COST001958,2026-06-13,Administration,Water,4927.32
COST001959,2026-06-13,Hostel,Food,8689.57
COST001960,2026-06-13,Hostel,Cleaning,3684.65
COST001961,2026-06-13,Canteen,Water,4281.64
COST001962,2026-06-13,Canteen,Transport,6699.25
COST001963,2026-06-13,Academic,Internet,2154.48
COST001964,2026-06-13,Academic,Electricity,12592.4
COST001965,2026-06-13,Maintenance,Electricity,12749.41
COST001966,2026-06-13,Maintenance,Other,3047.97
COST001967,2026-06-13,Transport,Maintenance,7997.95
COST001968,2026-06-13,Transport,Internet,2334.09
COST001969,2026-06-14,Administration,Cleaning,3564.04
COST001970,2026-06-14,Administration,Internet,1829.52
COST001971,2026-06-14,Hostel,Maintenance,8005.23
COST001972,2026-06-14,Hostel,Water,4755.98
COST001973,2026-06-14,Canteen,Internet,2748.56
COST001974,2026-06-14,Canteen,Electricity,14191.01
COST001975,2026-06-14,Academic,Transport,4415.69
COST001976,2026-06-14,Academic,Maintenance,10243.78
COST001977,2026-06-14,Maintenance,Water,4623.69
COST001978,2026-06-14,Maintenance,Electricity,16044.49
COST001979,2026-06-14,Transport,Transport,5550.04
COST001980,2026-06-14,Transport,Maintenance,6335.12
COST001981,2026-06-15,Administration,Food,16810.42
COST001982,2026-06-15,Administration,Other,3295.31
COST001983,2026-06-15,Hostel,Maintenance,8018.69
COST001984,2026-06-15,Hostel,Electricity,15233.44
COST001985,2026-06-15,Canteen,Transport,6901.13
COST001986,2026-06-15,Canteen,Water,4931.15
COST001987,2026-06-15,Academic,Cleaning,2782.9
COST001988,2026-06-15,Academic,Maintenance,10401.55
COST001989,2026-06-15,Maintenance,Internet,2791.57
COST001990,2026-06-15,Maintenance,Electricity,11642.75
COST001991,2026-06-15,Transport,Other,3324.31
COST001992,2026-06-15,Transport,Transport,7113.78
COST001993,2026-06-16,Administration,Water,4294.08
COST001994,2026-06-16,Administration,Cleaning,3937.36
COST001995,2026-06-16,Hostel,Internet,2497.02
COST001996,2026-06-16,Hostel,Food,9745.17
COST001997,2026-06-16,Canteen,Food,12792.48
COST001998,2026-06-16,Canteen,Transport,9578.53
COST001999,2026-06-16,Academic,Maintenance,9183.64
COST002000,2026-06-16,Academic,Electricity,19181.36
COST002001,2026-06-16,Maintenance,Electricity,16156.15
COST002002,2026-06-16,Maintenance,Water,6199.9
COST002003,2026-06-16,Transport,Food,11043.51
COST002004,2026-06-16,Transport,Electricity,13146.71
COST002005,2026-06-17,Administration,Internet,2351.48
COST002006,2026-06-17,Administration,Other,2978.17
COST002007,2026-06-17,Hostel,Maintenance,7256.0
COST002008,2026-06-17,Hostel,Cleaning,4417.55
COST002009,2026-06-17,Canteen,Maintenance,8346.29
COST002010,2026-06-17,Canteen,Transport,6393.97
COST002011,2026-06-17,Academic,Maintenance,5709.68
COST002012,2026-06-17,Academic,Electricity,15871.23
COST002013,2026-06-17,Maintenance,Maintenance,9198.78
COST002014,2026-06-17,Maintenance,Electricity,11809.31
COST002015,2026-06-17,Transport,Cleaning,4448.93
COST002016,2026-06-17,Transport,Internet,1705.8
COST002017,2026-06-18,Administration,Internet,2006.58
COST002018,2026-06-18,Administration,Maintenance,6403.74
COST002019,2026-06-18,Hostel,Other,1861.59
COST002020,2026-06-18,Hostel,Cleaning,4498.8
COST002021,2026-06-18,Canteen,Food,9094.07
COST002022,2026-06-18,Canteen,Other,3459.5
COST002023,2026-06-18,Academic,Maintenance,9051.3
COST002024,2026-06-18,Academic,Electricity,18507.69
COST002025,2026-06-18,Maintenance,Other,2523.08
COST002026,2026-06-18,Maintenance,Cleaning,4286.04
COST002027,2026-06-18,Transport,Internet,2896.46
COST002028,2026-06-18,Transport,Other,3327.07
COST002029,2026-06-19,Administration,Internet,2653.47
COST002030,2026-06-19,Administration,Transport,6461.83
COST002031,2026-06-19,Hostel,Internet,2130.31
COST002032,2026-06-19,Hostel,Electricity,17398.84
COST002033,2026-06-19,Canteen,Food,13400.13
COST002034,2026-06-19,Canteen,Other,3057.32
COST002035,2026-06-19,Academic,Food,9503.23
COST002036,2026-06-19,Academic,Transport,6886.38
COST002037,2026-06-19,Maintenance,Maintenance,8797.68
COST002038,2026-06-19,Maintenance,Transport,4273.16
COST002039,2026-06-19,Transport,Transport,3689.29
COST002040,2026-06-19,Transport,Other,3828.42
COST002041,2026-06-20,Administration,Electricity,16727.24
COST002042,2026-06-20,Administration,Internet,3186.72
COST002043,2026-06-20,Hostel,Other,3462.48
COST002044,2026-06-20,Hostel,Transport,8633.71
COST002045,2026-06-20,Canteen,Internet,3509.33
COST002046,2026-06-20,Canteen,Cleaning,5481.75
COST002047,2026-06-20,Academic,Maintenance,7497.48
COST002048,2026-06-20,Academic,Other,3194.51
COST002049,2026-06-20,Maintenance,Maintenance,8161.38
COST002050,2026-06-20,Maintenance,Water,4260.51
COST002051,2026-06-20,Transport,Other,2433.24
COST002052,2026-06-20,Transport,Electricity,9856.81
COST002053,2026-06-21,Administration,Food,13872.75
COST002054,2026-06-21,Administration,Maintenance,7226.65
COST002055,2026-06-21,Hostel,Water,5808.58
COST002056,2026-06-21,Hostel,Food,15466.53
COST002057,2026-06-21,Canteen,Electricity,8899.76
COST002058,2026-06-21,Canteen,Transport,6291.19
COST002059,2026-06-21,Academic,Water,4785.45
COST002060,2026-06-21,Academic,Internet,3037.81
COST002061,2026-06-21,Maintenance,Transport,5962.47
COST002062,2026-06-21,Maintenance,Internet,2568.99
COST002063,2026-06-21,Transport,Cleaning,4425.67
COST002064,2026-06-21,Transport,Water,4705.72
COST002065,2026-06-22,Administration,Internet,2525.45
COST002066,2026-06-22,Administration,Other,3064.71
COST002067,2026-06-22,Hostel,Internet,3868.52
COST002068,2026-06-22,Hostel,Electricity,10963.59
COST002069,2026-06-22,Canteen,Electricity,14647.9
COST002070,2026-06-22,Canteen,Water,4379.9
COST002071,2026-06-22,Academic,Electricity,18171.97
COST002072,2026-06-22,Academic,Internet,2225.72
COST002073,2026-06-22,Maintenance,Maintenance,9226.76
COST002074,2026-06-22,Maintenance,Transport,6411.05
COST002075,2026-06-22,Transport,Maintenance,8912.52
COST002076,2026-06-22,Transport,Transport,7937.03
COST002077,2026-06-23,Administration,Food,16879.98
COST002078,2026-06-23,Administration,Water,4822.13
COST002079,2026-06-23,Hostel,Food,9736.51
COST002080,2026-06-23,Hostel,Cleaning,3316.31
COST002081,2026-06-23,Canteen,Water,4810.07
COST002082,2026-06-23,Canteen,Transport,5889.71
COST002083,2026-06-23,Academic,Maintenance,11062.2
COST002084,2026-06-23,Academic,Food,7166.38
COST002085,2026-06-23,Maintenance,Electricity,11890.15
COST002086,2026-06-23,Maintenance,Cleaning,2333.78
COST002087,2026-06-23,Transport,Electricity,16207.08
COST002088,2026-06-23,Transport,Internet,1629.22
COST002089,2026-06-24,Administration,Food,8439.37
COST002090,2026-06-24,Administration,Internet,2988.86
COST002091,2026-06-24,Hostel,Electricity,14408.17
COST002092,2026-06-24,Hostel,Maintenance,8275.33
COST002093,2026-06-24,Canteen,Other,3116.98
COST002094,2026-06-24,Canteen,Maintenance,7272.01
COST002095,2026-06-24,Academic,Transport,4945.68
COST002096,2026-06-24,Academic,Other,2098.37
COST002097,2026-06-24,Maintenance,Electricity,15975.25
COST002098,2026-06-24,Maintenance,Maintenance,8667.82
COST002099,2026-06-24,Transport,Water,6063.35
COST002100,2026-06-24,Transport,Cleaning,3695.68
COST002101,2026-06-25,Administration,Food,7639.59
COST002102,2026-06-25,Administration,Other,3125.58
COST002103,2026-06-25,Hostel,Water,6325.61
COST002104,2026-06-25,Hostel,Other,2658.74
COST002105,2026-06-25,Canteen,Water,3788.08
COST002106,2026-06-25,Canteen,Electricity,14635.88
COST002107,2026-06-25,Academic,Internet,2410.73
COST002108,2026-06-25,Academic,Transport,6528.61
COST002109,2026-06-25,Maintenance,Transport,8524.22
COST002110,2026-06-25,Maintenance,Food,10514.67
COST002111,2026-06-25,Transport,Other,3331.57
COST002112,2026-06-25,Transport,Maintenance,9212.15
COST002113,2026-06-26,Administration,Maintenance,7692.03
COST002114,2026-06-26,Administration,Cleaning,3952.94
COST002115,2026-06-26,Hostel,Cleaning,2064.69
COST002116,2026-06-26,Hostel,Water,4744.16
COST002117,2026-06-26,Canteen,Water,3505.35
COST002118,2026-06-26,Canteen,Food,11626.02
COST002119,2026-06-26,Academic,Maintenance,7598.69
COST002120,2026-06-26,Academic,Water,5126.06
COST002121,2026-06-26,Maintenance,Internet,3397.32
COST002122,2026-06-26,Maintenance,Water,6245.68
COST002123,2026-06-26,Transport,Maintenance,9310.28
COST002124,2026-06-26,Transport,Other,3658.49
COST002125,2026-06-27,Administration,Water,4603.18
COST002126,2026-06-27,Administration,Food,10224.91
COST002127,2026-06-27,Hostel,Internet,1829.35
COST002128,2026-06-27,Hostel,Electricity,12209.76
COST002129,2026-06-27,Canteen,Cleaning,4356.96
COST002130,2026-06-27,Canteen,Electricity,16805.24
COST002131,2026-06-27,Academic,Transport,5301.29
COST002132,2026-06-27,Academic,Water,5830.98
COST002133,2026-06-27,Maintenance,Transport,8371.22
COST002134,2026-06-27,Maintenance,Water,4824.82
COST002135,2026-06-27,Transport,Transport,6615.11
COST002136,2026-06-27,Transport,Water,6966.65
COST002137,2026-06-28,Administration,Internet,3045.42
COST002138,2026-06-28,Administration,Other,2977.48
COST002139,2026-06-28,Hostel,Transport,9271.6
COST002140,2026-06-28,Hostel,Internet,2829.68
COST002141,2026-06-28,Canteen,Maintenance,5962.12
COST002142,2026-06-28,Canteen,Transport,6291.27
COST002143,2026-06-28,Academic,Internet,1501.41
COST002144,2026-06-28,Academic,Cleaning,4225.83
COST002145,2026-06-28,Maintenance,Other,3473.63
COST002146,2026-06-28,Maintenance,Food,10520.84
COST002147,2026-06-28,Transport,Maintenance,10984.12
COST002148,2026-06-28,Transport,Food,7794.82
COST002149,2026-06-29,Administration,Cleaning,3728.12
COST002150,2026-06-29,Administration,Maintenance,8435.08
COST002151,2026-06-29,Hostel,Other,2819.47
COST002152,2026-06-29,Hostel,Maintenance,6831.12
