food_id,date,meal_type,food_item,quantity_prepared,quantity_sold,quantity_wasted,cost_per_unit,total_cost
FOOD003020,2026-07-08,Snacks,Idli,135,118,10,55.68,7516.78
FOOD003021,2026-07-08,Dinner,Dosa,200,173,27,68.13,13625.2
FOOD003022,2026-07-08,Dinner,Noodles,57,47,4,32.49,1852.05
FOOD003023,2026-07-08,Dinner,Dal,138,115,23,66.81,9219.26
FOOD003024,2026-07-08,Dinner,Sambar,189,173,12,54.13,10230.79
FOOD003025,2026-07-09,Breakfast,Biryani,93,83,5,72.76,6766.4
FOOD003026,2026-07-09,Breakfast,Noodles,226,205,17,39.05,8826.23
FOOD003027,2026-07-09,Breakfast,Curd Rice,240,227,11,37.76,9063.57
FOOD003028,2026-07-09,Breakfast,Dal,111,96,11,25.86,2870.44
FOOD003029,2026-07-09,Lunch,Noodles,157,142,10,78.38,12305.36
FOOD003030,2026-07-09,Lunch,Idli,214,198,9,26.88,5752.82
FOOD003031,2026-07-09,Lunch,Chapati,73,65,2,63.55,4639.01
FOOD003032,2026-07-09,Lunch,Sambar,77,70,3,55.16,4247.15
FOOD003033,2026-07-09,Snacks,Idli,117,99,18,39.45,4616.11
FOOD003034,2026-07-09,Snacks,Dal,90,75,11,60.37,5433.44
FOOD003035,2026-07-09,Snacks,Biryani,115,97,18,47.15,5422.43
FOOD003036,2026-07-09,Snacks,Chapati,114,107,4,51.94,5921.29
FOOD003037,2026-07-09,Dinner,Vegetable Curry,58,47,10,21.72,1259.9
FOOD003038,2026-07-09,Dinner,Idli,152,132,15,42.77,6501.02
FOOD003039,2026-07-09,Dinner,Chicken Curry,185,152,29,67.58,12502.39
FOOD003040,2026-07-09,Dinner,Sambar,131,114,17,25.08,3285.85
FOOD003041,2026-07-10,Breakfast,Fried Rice,128,101,22,47.52,6082.18
FOOD003042,2026-07-10,Breakfast,Rice,224,178,40,37.97,8504.49
FOOD003043,2026-07-10,Breakfast,Curd Rice,122,101,14,47.85,5838.11
FOOD003044,2026-07-10,Breakfast,Noodles,133,110,16,64.92,8634.13
FOOD003045,2026-07-10,Lunch,Rice,118,100,11,75.98,8965.85
FOOD003046,2026-07-10,Lunch,Vegetable Curry,171,140,24,30.62,5235.45
FOOD003047,2026-07-10,Lunch,Chapati,186,170,9,33.78,6283.36
FOOD003048,2026-07-10,Lunch,Dal,125,104,14,73.13,9140.86
FOOD003049,2026-07-10,Snacks,Chicken Curry,231,207,17,44.88,10367.72
FOOD003050,2026-07-10,Snacks,Dal,102,89,11,65.71,6702.54
FOOD003051,2026-07-10,Snacks,Biryani,154,138,10,66.35,10218.67
FOOD003052,2026-07-10,Snacks,Chapati,187,153,27,20.1,3758.75
FOOD003053,2026-07-10,Dinner,Noodles,249,233,10,38.53,9593.14
FOOD003054,2026-07-10,Dinner,Dal,60,56,3,35.11,2106.37
FOOD003055,2026-07-10,Dinner,Sambar,157,140,12,25.64,4025.24
FOOD003056,2026-07-10,Dinner,Chicken Curry,159,126,29,25.34,4028.64
FOOD003057,2026-07-11,Breakfast,Chapati,135,115,20,24.1,3252.85
FOOD003058,2026-07-11,Breakfast,Biryani,193,162,24,20.39,3935.27
FOOD003059,2026-07-11,Breakfast,Vegetable Curry,236,218,14,55.09,13000.35
FOOD003060,2026-07-11,Breakfast,Idli,77,66,9,76.46,5887.44
FOOD003061,2026-07-11,Lunch,Rice,238,191,43,29.9,7116.61
FOOD003062,2026-07-11,Lunch,Noodles,123,106,12,33.28,4093.62
FOOD003063,2026-07-11,Lunch,Curd Rice,167,133,27,73.92,12345.15
FOOD003064,2026-07-11,Lunch,Dosa,53,48,3,44.79,2373.97
FOOD003065,2026-07-11,Snacks,Rice,136,113,21,51.22,6965.6
FOOD003066,2026-07-11,Snacks,Sambar,205,172,26,76.22,15625.45
FOOD003067,2026-07-11,Snacks,Dal,139,128,10,45.06,6263.9
FOOD003068,2026-07-11,Snacks,Vegetable Curry,248,198,46,39.75,9857.13
FOOD003069,2026-07-11,Dinner,Fried Rice,243,213,27,45.47,11049.34
FOOD003070,2026-07-11,Dinner,Sambar,93,79,9,71.35,6635.27
FOOD003071,2026-07-11,Dinner,Curd Rice,249,220,23,35.02,8719.24
FOOD003072,2026-07-11,Dinner,Rice,87,70,10,65.22,5673.94
FOOD003073,2026-07-12,Breakfast,Fried Rice,163,127,29,38.52,6278.81
FOOD003074,2026-07-12,Breakfast,Chicken Curry,84,65,13,68.62,5764.19
FOOD003075,2026-07-12,Breakfast,Chapati,193,165,22,24.28,4686.12
FOOD003076,2026-07-12,Breakfast,Dosa,69,66,3,37.55,2590.69
FOOD003077,2026-07-12,Lunch,Dosa,193,173,20,49.97,9644.55
FOOD003078,2026-07-12,Lunch,Vegetable Curry,65,53,11,39.87,2591.54
FOOD003079,2026-07-12,Lunch,Chicken Curry,197,168,29,33.41,6581.74
FOOD003080,2026-07-12,Lunch,Rice,223,193,24,51.43,11468.16
FOOD003081,2026-07-12,Snacks,Rice,215,204,10,73.28,15755.41
FOOD003082,2026-07-12,Snacks,Dosa,106,90,10,15.72,1666.55
FOOD003083,2026-07-12,Snacks,Sambar,166,147,19,74.32,12336.86
FOOD003084,2026-07-12,Snacks,Fried Rice,186,173,11,76.03,14142.11
FOOD003085,2026-07-12,Dinner,Dosa,230,208,18,21.99,5056.83
FOOD003086,2026-07-12,Dinner,Chapati,152,122,25,61.48,9345.64
FOOD003087,2026-07-12,Dinner,Biryani,59,50,3,66.55,3926.63
FOOD003088,2026-07-12,Dinner,Chicken Curry,152,138,11,74.44,11314.21
FOOD003089,2026-07-13,Breakfast,Dal,63,54,4,66.0,4157.8
FOOD003090,2026-07-13,Breakfast,Vegetable Curry,166,135,24,79.38,13177.84
FOOD003091,2026-07-13,Breakfast,Fried Rice,69,53,9,76.78,5297.52
FOOD003092,2026-07-13,Breakfast,Noodles,138,117,21,43.67,6026.58
FOOD003093,2026-07-13,Lunch,Curd Rice,128,107,15,50.17,6422.26
FOOD003094,2026-07-13,Lunch,Dal,190,175,8,64.23,12203.69
FOOD003095,2026-07-13,Lunch,Vegetable Curry,187,162,18,17.97,3360.45
FOOD003096,2026-07-13,Lunch,Chapati,141,115,23,15.37,2166.85
FOOD003097,2026-07-13,Snacks,Chapati,78,59,13,35.52,2770.38
FOOD003098,2026-07-13,Snacks,Sambar,56,46,5,79.58,4456.36
FOOD003099,2026-07-13,Snacks,Fried Rice,50,40,5,28.76,1438.14
FOOD003100,2026-07-13,Snacks,Idli,110,97,12,78.64,8650.14
FOOD003101,2026-07-13,Dinner,Dal,75,64,8,53.15,3985.93
FOOD003102,2026-07-13,Dinner,Vegetable Curry,230,206,24,53.49,12303.6
FOOD003103,2026-07-13,Dinner,Sambar,95,76,13,67.8,6440.75
FOOD003104,2026-07-13,Dinner,Dosa,79,62,10,66.56,5257.85
FOOD003105,2026-07-14,Breakfast,Rice,193,155,33,55.41,10694.38
FOOD003106,2026-07-14,Breakfast,Sambar,103,79,19,58.38,6013.05
FOOD003107,2026-07-14,Breakfast,Chicken Curry,76,58,13,44.93,3414.49
FOOD003108,2026-07-14,Breakfast,Dosa,68,60,4,48.95,3328.68
FOOD003109,2026-07-14,Lunch,Rice,162,143,12,23.02,3729.69
FOOD003110,2026-07-14,Lunch,Chapati,138,133,5,19.02,2625.06
FOOD003111,2026-07-14,Lunch,Dal,67,53,11,75.98,5090.73
FOOD003112,2026-07-14,Lunch,Vegetable Curry,241,205,29,19.53,4707.09
FOOD003113,2026-07-14,Snacks,Chapati,51,36,8,31.67,1615.18
FOOD003114,2026-07-14,Snacks,Idli,113,102,10,35.06,3961.98
FOOD003115,2026-07-14,Snacks,Sambar,108,102,4,20.89,2256.52
FOOD003116,2026-07-14,Snacks,Fried Rice,103,90,6,66.66,6865.9
FOOD003117,2026-07-14,Dinner,Dal,128,116,11,71.76,9184.74
FOOD003118,2026-07-14,Dinner,Dosa,119,98,15,65.97,7850.39
FOOD003119,2026-07-14,Dinner,Idli,179,163,12,38.01,6803.49
FOOD003120,2026-07-14,Dinner,Fried Rice,72,61,8,51.59,3714.67
FOOD003121,2026-07-15,Breakfast,Sambar,131,126,5,62.36,8168.85
FOOD003122,2026-07-15,Breakfast,Curd Rice,153,127,22,67.32,10299.31
FOOD003123,2026-07-15,Breakfast,Dosa,183,172,7,30.96,5664.79
FOOD003124,2026-07-15,Breakfast,Idli,91,85,4,44.8,4077.18
FOOD003125,2026-07-15,Lunch,Chapati,163,140,20,43.98,7168.99
FOOD003126,2026-07-15,Lunch,Fried Rice,110,94,11,69.3,7623.32
FOOD003127,2026-07-15,Lunch,Noodles,57,46,9,38.93,2219.24
FOOD003128,2026-07-15,Lunch,Sambar,114,103,10,57.38,6541.87
FOOD003129,2026-07-15,Snacks,Vegetable Curry,195,180,13,65.3,12733.11
FOOD003130,2026-07-15,Snacks,Idli,50,44,6,47.69,2384.53
FOOD003131,2026-07-15,Snacks,Chapati,150,137,11,74.2,11130.46
FOOD003132,2026-07-15,Snacks,Curd Rice,90,68,17,74.42,6697.88
FOOD003133,2026-07-15,Dinner,Biryani,147,116,28,33.87,4978.53
FOOD003134,2026-07-15,Dinner,Chapati,84,75,3,26.79,2249.95
FOOD003135,2026-07-15,Dinner,Noodles,61,54,4,26.03,1588.08
FOOD003136,2026-07-15,Dinner,Rice,152,126,20,16.02,2434.54
FOOD003137,2026-07-16,Breakfast,Dosa,162,144,16,29.55,4786.88
FOOD003138,2026-07-16,Breakfast,Biryani,242,232,10,70.33,17020.81
FOOD003139,2026-07-16,Breakfast,Idli,204,164,39,79.64,16245.58
FOOD003140,2026-07-16,Breakfast,Fried Rice,192,165,24,47.89,9193.97
FOOD003141,2026-07-16,Lunch,Dosa,89,78,11,21.98,1956.12
FOOD003142,2026-07-16,Lunch,Biryani,112,89,18,21.63,2422.79
FOOD003143,2026-07-16,Lunch,Idli,231,191,37,51.16,11818.04
FOOD003144,2026-07-16,Lunch,Chicken Curry,170,155,14,39.39,6696.87
FOOD003145,2026-07-16,Snacks,Dal,244,197,41,57.11,13933.96
FOOD003146,2026-07-16,Snacks,Chapati,93,75,15,39.16,3642.15
FOOD003147,2026-07-16,Snacks,Chicken Curry,92,75,17,68.31,6284.9
FOOD003148,2026-07-16,Snacks,Noodles,102,90,5,42.06,4290.49
FOOD003149,2026-07-16,Dinner,Vegetable Curry,156,129,20,36.45,5686.53
FOOD003150,2026-07-16,Dinner,Rice,70,62,5,52.3,3661.09
FOOD003151,2026-07-16,Dinner,Dosa,104,81,16,62.17,6465.48
FOOD003152,2026-07-16,Dinner,Sambar,191,170,14,25.74,4916.06
FOOD003153,2026-07-17,Breakfast,Rice,234,218,10,25.72,6019.37
FOOD003154,2026-07-17,Breakfast,Vegetable Curry,156,123,26,74.62,11640.36
FOOD003155,2026-07-17,Breakfast,Curd Rice,220,189,31,52.69,11592.76
FOOD003156,2026-07-17,Breakfast,Dosa,199,161,36,15.69,3122.66
FOOD003157,2026-07-17,Lunch,Dosa,123,101,17,68.4,8413.56
FOOD003158,2026-07-17,Lunch,Biryani,247,211,34,49.14,12136.98
FOOD003159,2026-07-17,Lunch,Chicken Curry,167,136,28,36.94,6168.81
FOOD003160,2026-07-17,Lunch,Idli,186,160,21,19.21,3573.47
FOOD003161,2026-07-17,Snacks,Dal,165,132,27,69.84,11523.75
FOOD003162,2026-07-17,Snacks,Idli,96,87,4,70.88,6804.86
FOOD003163,2026-07-17,Snacks,Chicken Curry,208,195,12,41.76,8686.2
FOOD003164,2026-07-17,Snacks,Sambar,81,61,13,18.08,1464.48
FOOD003165,2026-07-17,Dinner,Fried Rice,77,71,5,44.92,3458.83
FOOD003166,2026-07-17,Dinner,Dosa,243,196,47,54.45,13230.81
FOOD003167,2026-07-17,Dinner,Idli,147,136,7,53.95,7931.13
FOOD003168,2026-07-17,Dinner,Vegetable Curry,198,160,31,78.91,15624.06
FOOD003169,2026-07-18,Breakfast,Chapati,184,167,16,72.99,13429.99
FOOD003170,2026-07-18,Breakfast,Idli,60,45,8,75.41,4524.52
FOOD003171,2026-07-18,Breakfast,Biryani,118,106,9,77.22,9111.77
FOOD003172,2026-07-18,Breakfast,Dosa,101,79,17,22.29,2251.09
FOOD003173,2026-07-18,Lunch,Curd Rice,79,75,3,26.69,2108.22
FOOD003174,2026-07-18,Lunch,Chapati,77,60,12,43.79,3371.65
FOOD003175,2026-07-18,Lunch,Dosa,88,84,4,45.14,3971.95
FOOD003176,2026-07-18,Lunch,Sambar,224,184,39,42.8,9586.3
FOOD003177,2026-07-18,Snacks,Fried Rice,94,89,4,16.99,1596.99
FOOD003178,2026-07-18,Snacks,Chicken Curry,87,74,8,65.69,5715.02
FOOD003179,2026-07-18,Snacks,Vegetable Curry,111,98,9,71.33,7917.41
FOOD003180,2026-07-18,Snacks,Dosa,106,100,6,50.47,5349.65
FOOD003181,2026-07-18,Dinner,Fried Rice,129,117,11,68.41,8825.34
FOOD003182,2026-07-18,Dinner,Vegetable Curry,177,140,31,46.72,8270.2
FOOD003183,2026-07-18,Dinner,Dal,194,159,31,30.21,5860.59
FOOD003184,2026-07-18,Dinner,Biryani,55,46,7,74.58,4101.89
FOOD003185,2026-07-19,Breakfast,Vegetable Curry,141,128,8,31.16,4393.98
FOOD003186,2026-07-19,Breakfast,Dal,97,90,6,60.65,5883.45
FOOD003187,2026-07-19,Breakfast,Rice,204,189,15,28.39,5791.0
FOOD003188,2026-07-19,Breakfast,Dosa,198,178,17,20.32,4022.84
FOOD003189,2026-07-19,Lunch,Sambar,165,142,16,25.85,4265.67
FOOD003190,2026-07-19,Lunch,Noodles,210,199,9,25.13,5277.29
FOOD003191,2026-07-19,Lunch,Biryani,216,183,29,24.95,5388.18
FOOD003192,2026-07-19,Lunch,Chapati,115,94,15,78.7,9050.45
FOOD003193,2026-07-19,Snacks,Idli,141,123,12,33.92,4783.26
FOOD003194,2026-07-19,Snacks,Sambar,64,56,6,68.52,4385.47
FOOD003195,2026-07-19,Snacks,Rice,225,207,14,30.87,6945.36
FOOD003196,2026-07-19,Snacks,Fried Rice,81,71,4,56.15,4548.27
FOOD003197,2026-07-19,Dinner,Sambar,226,195,30,62.36,14094.4
FOOD003198,2026-07-19,Dinner,Dosa,218,198,13,69.2,15085.86
FOOD003199,2026-07-19,Dinner,Noodles,108,90,12,79.39,8573.91
FOOD003200,2026-07-19,Dinner,Rice,79,71,8,79.93,6314.44
FOOD003201,2026-07-20,Breakfast,Biryani,183,169,12,27.17,4972.09
FOOD003202,2026-07-20,Breakfast,Sambar,126,100,19,68.3,8605.33
FOOD003203,2026-07-20,Breakfast,Vegetable Curry,224,203,16,17.59,3939.69
FOOD003204,2026-07-20,Breakfast,Fried Rice,82,70,10,49.56,4064.13
FOOD003205,2026-07-20,Lunch,Dal,97,85,8,47.21,4579.7
FOOD003206,2026-07-20,Lunch,Chapati,73,68,3,54.96,4012.38
FOOD003207,2026-07-20,Lunch,Curd Rice,106,85,16,23.38,2478.73
FOOD003208,2026-07-20,Lunch,Vegetable Curry,232,198,31,43.88,10180.25
FOOD003209,2026-07-20,Snacks,Noodles,92,76,15,75.31,6928.75
FOOD003210,2026-07-20,Snacks,Dal,111,92,15,79.92,8871.17
FOOD003211,2026-07-20,Snacks,Rice,221,198,22,71.87,15883.61
FOOD003212,2026-07-20,Snacks,Fried Rice,113,101,7,50.51,5707.25
FOOD003213,2026-07-20,Dinner,Chapati,224,193,31,23.61,5287.86
FOOD003214,2026-07-20,Dinner,Biryani,95,84,4,26.63,2530.03
FOOD003215,2026-07-20,Dinner,Dosa,72,52,14,63.21,4550.92
FOOD003216,2026-07-20,Dinner,Idli,243,217,25,54.44,13227.93
FOOD003217,2026-07-21,Breakfast,Rice,246,217,24,65.63,16145.46
FOOD003218,2026-07-21,Breakfast,Idli,204,181,17,40.82,8326.66
FOOD003219,2026-07-21,Breakfast,Chicken Curry,148,141,7,67.42,9978.87
FOOD003220,2026-07-21,Breakfast,Fried Rice,145,133,6,79.37,11508.22
FOOD003221,2026-07-21,Lunch,Chicken Curry,175,162,12,62.89,11004.91
FOOD003222,2026-07-21,Lunch,Dal,166,137,22,18.39,3053.39
FOOD003223,2026-07-21,Lunch,Fried Rice,211,174,35,38.23,8067.29
FOOD003224,2026-07-21,Lunch,Dosa,208,164,38,36.69,7631.34
FOOD003225,2026-07-21,Snacks,Curd Rice,161,131,26,78.45,12630.97
FOOD003226,2026-07-21,Snacks,Noodles,85,68,14,52.32,4447.0
FOOD003227,2026-07-21,Snacks,Chicken Curry,210,192,12,17.59,3694.57
FOOD003228,2026-07-21,Snacks,Dal,98,85,12,78.32,7675.7
FOOD003229,2026-07-21,Dinner,Vegetable Curry,192,171,17,18.74,3597.81
FOOD003230,2026-07-21,Dinner,Chapati,159,148,9,26.85,4268.55
FOOD003231,2026-07-21,Dinner,Noodles,235,186,44,71.38,16773.59
FOOD003232,2026-07-21,Dinner,Dal,71,56,11,65.87,4676.62
FOOD003233,2026-07-22,Breakfast,Chicken Curry,136,115,19,26.66,3625.57
FOOD003234,2026-07-22,Breakfast,Dal,161,133,28,60.69,9770.38
FOOD003235,2026-07-22,Breakfast,Sambar,157,130,22,21.27,3338.73
FOOD003236,2026-07-22,Breakfast,Idli,68,65,3,37.97,2581.65
FOOD003237,2026-07-22,Lunch,Fried Rice,182,150,32,45.49,8278.98
FOOD003238,2026-07-22,Lunch,Vegetable Curry,180,167,11,75.15,13526.93
FOOD003239,2026-07-22,Lunch,Idli,172,137,31,54.8,9425.25
FOOD003240,2026-07-22,Lunch,Chicken Curry,218,168,43,73.53,16030.14
FOOD003241,2026-07-22,Snacks,Vegetable Curry,230,189,34,38.01,8742.34
FOOD003242,2026-07-22,Snacks,Sambar,88,73,13,73.6,6476.98
FOOD003243,2026-07-22,Snacks,Dosa,89,83,6,69.44,6180.57
FOOD003244,2026-07-22,Snacks,Curd Rice,75,67,3,20.97,1572.95
FOOD003245,2026-07-22,Dinner,Fried Rice,163,154,6,22.45,3660.09
FOOD003246,2026-07-22,Dinner,Dosa,81,73,7,78.7,6374.49
FOOD003247,2026-07-22,Dinner,Sambar,169,148,19,30.02,5073.45
FOOD003248,2026-07-22,Dinner,Chicken Curry,206,167,32,34.8,7167.98
FOOD003249,2026-07-23,Breakfast,Vegetable Curry,170,144,21,43.48,7391.68
FOOD003250,2026-07-23,Breakfast,Sambar,76,62,9,33.78,2567.08
FOOD003251,2026-07-23,Breakfast,Rice,163,149,12,51.8,8442.74
FOOD003252,2026-07-23,Breakfast,Fried Rice,59,50,5,35.37,2086.86
FOOD003253,2026-07-23,Lunch,Fried Rice,135,124,10,73.9,9975.96
FOOD003254,2026-07-23,Lunch,Chapati,71,55,10,26.86,1906.91
FOOD003255,2026-07-23,Lunch,Noodles,188,151,35,42.49,7987.34
FOOD003256,2026-07-23,Lunch,Dosa,205,163,38,28.15,5771.71
FOOD003257,2026-07-23,Snacks,Vegetable Curry,221,179,42,30.19,6673.04
FOOD003258,2026-07-23,Snacks,Curd Rice,237,223,10,73.46,17410.76
FOOD003259,2026-07-23,Snacks,Chapati,194,168,20,54.63,10597.31
FOOD003260,2026-07-23,Snacks,Sambar,241,194,45,65.15,15700.09
FOOD003261,2026-07-23,Dinner,Noodles,113,100,9,55.66,6289.85
FOOD003262,2026-07-23,Dinner,Rice,66,61,3,43.46,2868.06
FOOD003263,2026-07-23,Dinner,Chapati,81,72,5,43.01,3483.7
FOOD003264,2026-07-23,Dinner,Chicken Curry,183,153,30,75.14,13750.34
FOOD003265,2026-07-24,Breakfast,Curd Rice,173,143,23,70.85,12257.18
FOOD003266,2026-07-24,Breakfast,Dosa,242,212,24,79.73,19295.66
FOOD003267,2026-07-24,Breakfast,Dal,137,112,20,36.55,5007.72
FOOD003268,2026-07-24,Breakfast,Chapati,229,206,22,23.09,5288.54
FOOD003269,2026-07-24,Lunch,Curd Rice,80,63,11,38.16,3053.05
FOOD003270,2026-07-24,Lunch,Vegetable Curry,215,168,41,51.34,11038.63
FOOD003271,2026-07-24,Lunch,Sambar,57,52,4,70.45,4015.59
FOOD003272,2026-07-24,Lunch,Chicken Curry,73,68,5,51.3,3744.9
FOOD003273,2026-07-24,Snacks,Dosa,84,64,14,16.29,1368.48
FOOD003274,2026-07-24,Snacks,Idli,80,76,3,42.93,3434.67
FOOD003275,2026-07-24,Snacks,Fried Rice,247,228,16,64.28,15876.54
FOOD003276,2026-07-24,Snacks,Rice,63,54,7,26.22,1651.67
FOOD003277,2026-07-24,Dinner,Dosa,182,157,18,66.68,12135.22
FOOD003278,2026-07-24,Dinner,Chapati,145,129,14,67.38,9769.42
FOOD003279,2026-07-24,Dinner,Vegetable Curry,104,96,6,33.58,3492.56
FOOD003280,2026-07-24,Dinner,Idli,59,48,5,49.79,2937.72
FOOD003281,2026-07-25,Breakfast,Curd Rice,192,160,32,75.32,14462.1
FOOD003282,2026-07-25,Breakfast,Dal,105,80,20,32.97,3461.53
FOOD003283,2026-07-25,Breakfast,Idli,118,104,8,79.17,9342.46
FOOD003284,2026-07-25,Breakfast,Biryani,137,124,9,64.15,8788.72
FOOD003285,2026-07-25,Lunch,Dosa,214,180,33,54.9,11748.09
FOOD003286,2026-07-25,Lunch,Sambar,203,162,34,17.0,3450.57
FOOD003287,2026-07-25,Lunch,Chapati,215,177,32,21.26,4571.77
FOOD003288,2026-07-25,Lunch,Idli,230,195,30,29.18,6711.56
FOOD003289,2026-07-25,Snacks,Chicken Curry,172,148,21,58.22,10013.11
FOOD003290,2026-07-25,Snacks,Noodles,247,222,20,20.26,5004.11
FOOD003291,2026-07-25,Snacks,Dosa,168,160,7,69.95,11752.38
FOOD003292,2026-07-25,Snacks,Sambar,126,103,23,28.38,3576.04
FOOD003293,2026-07-25,Dinner,Fried Rice,106,95,4,65.23,6914.6
FOOD003294,2026-07-25,Dinner,Chicken Curry,72,57,11,45.69,3289.65
FOOD003295,2026-07-25,Dinner,Rice,170,155,11,52.62,8946.17
FOOD003296,2026-07-25,Dinner,Idli,159,131,25,67.08,10666.32
FOOD003297,2026-07-26,Breakfast,Dal,154,131,23,57.79,8899.78
FOOD003298,2026-07-26,Breakfast,Chapati,146,119,20,69.38,10129.3
FOOD003299,2026-07-26,Breakfast,Biryani,64,55,3,23.45,1500.53
FOOD003300,2026-07-26,Breakfast,Rice,52,44,4,36.92,1919.78
FOOD003301,2026-07-26,Lunch,Rice,116,106,9,66.41,7703.19
FOOD003302,2026-07-26,Lunch,Idli,125,114,8,72.46,9057.92
FOOD003303,2026-07-26,Lunch,Dosa,236,196,33,68.67,16205.58
FOOD003304,2026-07-26,Lunch,Fried Rice,210,190,13,26.79,5625.15
FOOD003305,2026-07-26,Snacks,Sambar,199,174,18,49.1,9771.21
FOOD003306,2026-07-26,Snacks,Chapati,221,176,42,34.45,7612.55
FOOD003307,2026-07-26,Snacks,Vegetable Curry,181,168,10,20.98,3797.02
FOOD003308,2026-07-26,Snacks,Fried Rice,131,113,16,35.33,4628.45
FOOD003309,2026-07-26,Dinner,Curd Rice,228,200,21,19.47,4438.99
FOOD003310,2026-07-26,Dinner,Biryani,76,71,3,48.8,3708.55
FOOD003311,2026-07-26,Dinner,Noodles,96,89,6,73.73,7077.84
FOOD003312,2026-07-26,Dinner,Chicken Curry,117,92,20,24.16,2827.05
FOOD003313,2026-07-27,Breakfast,Sambar,136,111,23,44.81,6094.41
FOOD003314,2026-07-27,Breakfast,Rice,55,44,10,45.39,2496.45
FOOD003315,2026-07-27,Breakfast,Fried Rice,99,80,17,45.25,4479.58
FOOD003316,2026-07-27,Breakfast,Noodles,143,120,17,64.53,9228.49
FOOD003317,2026-07-27,Lunch,Chicken Curry,174,151,18,23.02,4006.14
FOOD003318,2026-07-27,Lunch,Dal,110,101,8,53.34,5867.31
FOOD003319,2026-07-27,Lunch,Fried Rice,192,176,10,19.44,3732.99
FOOD003320,2026-07-27,Lunch,Noodles,170,148,17,71.41,12139.85
FOOD003321,2026-07-27,Snacks,Biryani,179,147,30,59.23,10602.72
FOOD003322,2026-07-27,Snacks,Noodles,157,144,10,23.76,3730.6
FOOD003323,2026-07-27,Snacks,Dal,72,62,9,19.82,1427.12
FOOD003324,2026-07-27,Snacks,Chicken Curry,138,107,24,59.08,8153.25
FOOD003325,2026-07-27,Dinner,Curd Rice,120,99,15,64.03,7684.17
FOOD003326,2026-07-27,Dinner,Dosa,50,43,6,60.68,3033.79
FOOD003327,2026-07-27,Dinner,Chicken Curry,162,141,21,28.07,4547.32
FOOD003328,2026-07-27,Dinner,Chapati,92,76,15,57.33,5274.19
FOOD003329,2026-07-28,Breakfast,Sambar,124,109,12,34.07,4225.08
FOOD003330,2026-07-28,Breakfast,Idli,216,180,30,64.13,13852.16
FOOD003331,2026-07-28,Breakfast,Biryani,182,152,25,56.43,10270.81
FOOD003332,2026-07-28,Breakfast,Chapati,157,124,27,75.62,11871.87
FOOD003333,2026-07-28,Lunch,Dosa,60,42,11,35.52,2130.96
FOOD003334,2026-07-28,Lunch,Noodles,196,156,36,17.35,3401.0
FOOD003335,2026-07-28,Lunch,Sambar,149,124,20,65.66,9783.43
FOOD003336,2026-07-28,Lunch,Fried Rice,229,198,26,71.79,16439.87
FOOD003337,2026-07-28,Snacks,Dosa,197,162,34,76.22,15015.23
FOOD003338,2026-07-28,Snacks,Noodles,219,201,15,69.51,15222.48
FOOD003339,2026-07-28,Snacks,Fried Rice,161,139,21,25.2,4056.99
FOOD003340,2026-07-28,Snacks,Chicken Curry,129,108,20,51.77,6678.54
FOOD003341,2026-07-28,Dinner,Fried Rice,233,206,21,68.59,15981.95
FOOD003342,2026-07-28,Dinner,Biryani,129,113,12,53.94,6958.46
FOOD003343,2026-07-28,Dinner,Dal,156,130,24,34.07,5315.33
FOOD003344,2026-07-28,Dinner,Chapati,227,210,17,77.09,17499.39
FOOD003345,2026-07-29,Breakfast,Dal,73,68,3,56.04,4090.69
FOOD003346,2026-07-29,Breakfast,Biryani,163,140,21,22.42,3654.91
FOOD003347,2026-07-29,Breakfast,Sambar,192,164,28,51.3,9849.73
FOOD003348,2026-07-29,Breakfast,Rice,245,228,16,18.31,4485.78
FOOD003349,2026-07-29,Lunch,Biryani,116,92,21,53.03,6151.73
FOOD003350,2026-07-29,Lunch,Dal,180,146,32,25.25,4544.87
FOOD003351,2026-07-29,Lunch,Chicken Curry,200,176,22,43.54,8708.52
FOOD003352,2026-07-29,Lunch,Idli,179,145,28,29.06,5201.24
FOOD003353,2026-07-29,Snacks,Chapati,164,133,24,62.47,10244.58
FOOD003354,2026-07-29,Snacks,Chicken Curry,207,193,13,26.01,5385.06
FOOD003355,2026-07-29,Snacks,Idli,235,182,46,45.85,10773.69
FOOD003356,2026-07-29,Snacks,Vegetable Curry,247,200,43,47.97,11849.56
FOOD003357,2026-07-29,Dinner,Dosa,90,84,6,25.01,2251.02
FOOD003358,2026-07-29,Dinner,Vegetable Curry,193,157,36,34.34,6628.43
FOOD003359,2026-07-29,Dinner,Rice,161,142,12,38.83,6252.38
FOOD003360,2026-07-29,Dinner,Idli,207,186,20,70.84,14663.85
FOOD003361,2026-07-30,Breakfast,Sambar,144,126,17,27.37,3941.96
FOOD003362,2026-07-30,Breakfast,Dal,191,152,37,16.77,3203.79
FOOD003363,2026-07-30,Breakfast,Biryani,54,46,7,22.16,1196.37
FOOD003364,2026-07-30,Breakfast,Chapati,204,168,31,52.42,10693.44
FOOD003365,2026-07-30,Lunch,Sambar,112,98,7,76.37,8553.35
FOOD003366,2026-07-30,Lunch,Fried Rice,236,202,32,41.89,9885.92
FOOD003367,2026-07-30,Lunch,Noodles,63,49,10,49.33,3107.88
FOOD003368,2026-07-30,Lunch,Dal,153,130,21,53.41,8171.16
FOOD003369,2026-07-30,Snacks,Noodles,125,118,6,78.08,9760.61
