energy_id,date,building,meter_id,units_consumed_kwh,electricity_cost,peak_hour_units,cost_per_kwh
ENG000908,2026-05-10,Canteen,MTR-05,506.24,4496.75,250.04,8.882644595448799
ENG000909,2026-05-10,Computer Lab,MTR-06,1495.01,12372.22,536.16,8.275677085772001
ENG000910,2026-05-10,Admin Block,MTR-07,430.78,3509.98,197.3,8.147964158038906
ENG000911,2026-05-11,Academic Block,MTR-01,894.72,7760.98,371.04,8.674199749642346
ENG000912,2026-05-11,Hostel A,MTR-02,928.98,7481.67,384.34,8.053639475553833
ENG000913,2026-05-11,Hostel B,MTR-03,1143.86,10095.32,600.27,8.825660482926233
ENG000914,2026-05-11,Library,MTR-04,492.43,4243.34,235.18,8.617143553398453
ENG000915,2026-05-11,Canteen,MTR-05,499.38,3909.36,239.51,7.82842724978974
ENG000916,2026-05-11,Computer Lab,MTR-06,1516.46,10913.34,623.4,7.196589425372249
ENG000917,2026-05-11,Admin Block,MTR-07,386.47,3079.59,177.27,7.968509845524879
ENG000918,2026-05-12,Academic Block,MTR-01,1054.05,8260.68,563.26,7.837085527252029
ENG000919,2026-05-12,Hostel A,MTR-02,1237.55,8904.79,553.02,7.195499171750638
ENG000920,2026-05-12,Hostel B,MTR-03,994.13,7121.55,459.35,7.163600333960347
ENG000921,2026-05-12,Library,MTR-04,659.21,5081.73,314.13,7.708818130792918
ENG000922,2026-05-12,Canteen,MTR-05,391.21,3389.06,175.29,8.663019861455485
ENG000923,2026-05-12,Computer Lab,MTR-06,997.88,8933.33,504.16,8.952308894857097
ENG000924,2026-05-12,Admin Block,MTR-07,405.38,3018.1,173.27,7.445113227095565
ENG000925,2026-05-13,Academic Block,MTR-01,871.79,6959.17,368.25,7.982621961710963
ENG000926,2026-05-13,Hostel A,MTR-02,1271.34,10910.63,560.4,8.58199222867211
ENG000927,2026-05-13,Hostel B,MTR-03,1080.24,9211.87,454.33,8.527614233873955
ENG000928,2026-05-13,Library,MTR-04,699.74,5537.09,319.72,7.913067710864035
ENG000929,2026-05-13,Canteen,MTR-05,480.0,3499.39,185.89,7.290395833333333
ENG000930,2026-05-13,Computer Lab,MTR-06,1456.98,10558.06,749.46,7.246537358096885
ENG000931,2026-05-13,Admin Block,MTR-07,426.18,3374.9,174.48,7.918954432399456
ENG000932,2026-05-14,Academic Block,MTR-01,1012.35,8346.54,480.69,8.244717735960883
ENG000933,2026-05-14,Hostel A,MTR-02,1231.25,9098.9,574.6,7.389969543147208
ENG000934,2026-05-14,Hostel B,MTR-03,927.82,7726.22,476.61,8.327283309262572
ENG000935,2026-05-14,Library,MTR-04,581.71,4262.45,208.76,7.327448384934073
ENG000936,2026-05-14,Canteen,MTR-05,532.51,4470.82,274.7,8.395748436649077
ENG000937,2026-05-14,Computer Lab,MTR-06,1455.62,10221.64,539.15,7.022189857242962
ENG000938,2026-05-14,Admin Block,MTR-07,417.35,3750.98,180.09,8.987612315802084
ENG000939,2026-05-15,Academic Block,MTR-01,963.84,6973.94,451.86,7.235578519256308
ENG000940,2026-05-15,Hostel A,MTR-02,1246.92,11003.22,629.72,8.82431912231739
ENG000941,2026-05-15,Hostel B,MTR-03,1002.58,8587.3,445.32,8.565201779409124
ENG000942,2026-05-15,Library,MTR-04,601.0,4915.37,272.65,8.17865224625624
ENG000943,2026-05-15,Canteen,MTR-05,468.3,3885.41,198.53,8.296839632714072
ENG000944,2026-05-15,Computer Lab,MTR-06,1167.1,8305.65,578.85,7.116485305457973
ENG000945,2026-05-15,Admin Block,MTR-07,321.76,2380.36,165.58,7.39793635007459
ENG000946,2026-05-16,Academic Block,MTR-01,1064.66,9266.01,459.89,8.703257377942254
ENG000947,2026-05-16,Hostel A,MTR-02,1017.46,7261.7,388.87,7.137086470229788
ENG000948,2026-05-16,Hostel B,MTR-03,1206.21,10278.22,663.08,8.521086709611096
ENG000949,2026-05-16,Library,MTR-04,728.22,5877.18,314.97,8.070610529784956
ENG000950,2026-05-16,Canteen,MTR-05,446.48,3867.71,158.92,8.662672460132592
ENG000951,2026-05-16,Computer Lab,MTR-06,1278.85,11498.89,686.68,8.991586190718223
ENG000952,2026-05-16,Admin Block,MTR-07,450.28,3180.32,179.76,7.062983032779605
ENG000953,2026-05-17,Academic Block,MTR-01,870.85,6737.07,469.24,7.736200264109777
ENG000954,2026-05-17,Hostel A,MTR-02,1246.14,9146.99,667.11,7.340258718924036
ENG000955,2026-05-17,Hostel B,MTR-03,925.09,7372.63,360.05,7.969635386827227
ENG000956,2026-05-17,Library,MTR-04,836.04,6289.65,453.61,7.523144825606431
ENG000957,2026-05-17,Canteen,MTR-05,516.91,4453.08,202.38,8.614807219825503
ENG000958,2026-05-17,Computer Lab,MTR-06,1225.0,10579.68,621.73,8.636473469387756
ENG000959,2026-05-17,Admin Block,MTR-07,496.83,4317.45,226.73,8.68999456554556
ENG000960,2026-05-18,Academic Block,MTR-01,886.3,6555.35,461.19,7.396310504343902
ENG000961,2026-05-18,Hostel A,MTR-02,1406.94,12591.03,559.62,8.9492302443601
ENG000962,2026-05-18,Hostel B,MTR-03,1129.36,9721.82,525.03,8.608256003400156
ENG000963,2026-05-18,Library,MTR-04,720.94,6452.49,340.79,8.950106805004577
ENG000964,2026-05-18,Canteen,MTR-05,390.4,3380.14,179.22,8.658145491803278
ENG000965,2026-05-18,Computer Lab,MTR-06,1234.0,10785.26,601.31,8.740081037277148
ENG000966,2026-05-18,Admin Block,MTR-07,459.53,3610.43,162.73,7.856788457772072
ENG000967,2026-05-19,Academic Block,MTR-01,1017.0,8879.13,376.5,8.73070796460177
ENG000968,2026-05-19,Hostel A,MTR-02,1003.93,7566.23,434.59,7.5366111183050615
ENG000969,2026-05-19,Hostel B,MTR-03,1336.7,11496.16,539.89,8.600403979950624
ENG000970,2026-05-19,Library,MTR-04,718.53,5617.62,298.23,7.818212183207382
ENG000971,2026-05-19,Canteen,MTR-05,383.87,3122.27,173.93,8.13366504285305
ENG000972,2026-05-19,Computer Lab,MTR-06,1270.07,9319.78,477.68,7.338004991850844
ENG000973,2026-05-19,Admin Block,MTR-07,371.47,2624.98,186.64,7.06646566344523
ENG000974,2026-05-20,Academic Block,MTR-01,1022.64,8632.4,538.71,8.441289212234999
ENG000975,2026-05-20,Hostel A,MTR-02,1187.22,9184.27,540.38,7.735946159936659
ENG000976,2026-05-20,Hostel B,MTR-03,933.09,8235.95,499.95,8.82653334619383
ENG000977,2026-05-20,Library,MTR-04,588.94,4987.79,221.42,8.46909702176792
ENG000978,2026-05-20,Canteen,MTR-05,444.38,3314.72,206.86,7.459201584229713
ENG000979,2026-05-20,Computer Lab,MTR-06,1369.43,10105.56,516.04,7.379391425629641
ENG000980,2026-05-20,Admin Block,MTR-07,470.15,3550.15,185.49,7.5511007125385525
ENG000981,2026-05-21,Academic Block,MTR-01,910.2,7433.5,336.13,8.166886398593716
ENG000982,2026-05-21,Hostel A,MTR-02,1162.53,9942.15,602.59,8.552166395705918
ENG000983,2026-05-21,Hostel B,MTR-03,1120.78,9576.02,459.98,8.54406752440265
ENG000984,2026-05-21,Library,MTR-04,624.55,4777.79,262.94,7.649971979825475
ENG000985,2026-05-21,Canteen,MTR-05,469.98,3945.43,168.76,8.394889144218903
ENG000986,2026-05-21,Computer Lab,MTR-06,1325.08,9916.44,580.09,7.483653817128023
ENG000987,2026-05-21,Admin Block,MTR-07,462.72,3535.92,198.31,7.641597510373444
ENG000988,2026-05-22,Academic Block,MTR-01,997.22,8459.25,495.88,8.482832273720945
ENG000989,2026-05-22,Hostel A,MTR-02,891.04,6871.46,336.93,7.711730113126235
ENG000990,2026-05-22,Hostel B,MTR-03,1046.87,9247.69,515.2,8.83365651895651
ENG000991,2026-05-22,Library,MTR-04,569.42,4241.12,204.27,7.448140212848162
ENG000992,2026-05-22,Canteen,MTR-05,379.83,2803.31,183.14,7.380433351762631
ENG000993,2026-05-22,Computer Lab,MTR-06,1376.9,12120.8,495.42,8.802963178153822
ENG000994,2026-05-22,Admin Block,MTR-07,338.75,2910.19,126.94,8.590966789667897
ENG000995,2026-05-23,Academic Block,MTR-01,1055.13,9384.68,398.38,8.894335295176896
ENG000996,2026-05-23,Hostel A,MTR-02,1271.94,10731.46,593.66,8.437080365426041
ENG000997,2026-05-23,Hostel B,MTR-03,1132.9,9349.6,414.86,8.252802542148467
ENG000998,2026-05-23,Library,MTR-04,552.03,4359.74,218.63,7.8976504900096005
ENG000999,2026-05-23,Canteen,MTR-05,410.12,3125.17,146.24,7.620135570077051
ENG001000,2026-05-23,Computer Lab,MTR-06,1316.29,10666.16,486.56,8.103199143045986
ENG001001,2026-05-23,Admin Block,MTR-07,319.51,2860.56,135.38,8.952959218803793
ENG001002,2026-05-24,Academic Block,MTR-01,994.87,8317.0,392.02,8.359886216289565
ENG001003,2026-05-24,Hostel A,MTR-02,1171.63,9998.16,547.3,8.533547280284731
ENG001004,2026-05-24,Hostel B,MTR-03,1125.05,9223.01,549.03,8.197866761477268
ENG001005,2026-05-24,Library,MTR-04,574.82,5161.95,286.03,8.980115514421906
ENG001006,2026-05-24,Canteen,MTR-05,484.32,3661.72,261.15,7.560538486950776
ENG001007,2026-05-24,Computer Lab,MTR-06,1048.69,7486.79,576.29,7.139183171385252
ENG001008,2026-05-24,Admin Block,MTR-07,400.53,2986.06,206.79,7.455271764911493
ENG001009,2026-05-25,Academic Block,MTR-01,1024.35,8414.52,472.67,8.214496998096354
ENG001010,2026-05-25,Hostel A,MTR-02,1066.55,9593.81,466.06,8.995180722891567
ENG001011,2026-05-25,Hostel B,MTR-03,868.41,7423.43,321.38,8.548300917769257
ENG001012,2026-05-25,Library,MTR-04,739.38,6343.88,306.63,8.579999459006194
ENG001013,2026-05-25,Canteen,MTR-05,455.01,3492.35,186.76,7.67532581701501
ENG001014,2026-05-25,Computer Lab,MTR-06,912.46,7179.34,356.12,7.8681147666747036
ENG001015,2026-05-25,Admin Block,MTR-07,448.09,3945.05,192.72,8.804146488428664
ENG001016,2026-05-26,Academic Block,MTR-01,1010.46,7544.08,552.41,7.4659857886507135
ENG001017,2026-05-26,Hostel A,MTR-02,1323.62,11378.89,720.37,8.596795152687328
ENG001018,2026-05-26,Hostel B,MTR-03,1124.26,9110.61,509.07,8.103650401152759
ENG001019,2026-05-26,Library,MTR-04,756.3,5342.16,310.25,7.063546211820706
ENG001020,2026-05-26,Canteen,MTR-05,373.8,3119.86,189.17,8.34633493846977
ENG001021,2026-05-26,Computer Lab,MTR-06,1360.24,11911.06,534.21,8.756587072869493
ENG001022,2026-05-26,Admin Block,MTR-07,373.07,2786.09,198.89,7.468008684697242
ENG001023,2026-05-27,Academic Block,MTR-01,1089.3,8052.71,533.17,7.39255485173965
ENG001024,2026-05-27,Hostel A,MTR-02,1156.71,8563.63,491.19,7.403437335200698
ENG001025,2026-05-27,Hostel B,MTR-03,1075.81,9652.52,566.64,8.972327827404468
ENG001026,2026-05-27,Library,MTR-04,751.8,6374.95,345.2,8.479582335727587
ENG001027,2026-05-27,Canteen,MTR-05,530.94,4123.63,243.21,7.7666591328587025
ENG001028,2026-05-27,Computer Lab,MTR-06,1337.07,9697.04,484.86,7.252454994876858
ENG001029,2026-05-27,Admin Block,MTR-07,338.54,2664.38,124.1,7.870207361020854
ENG001030,2026-05-28,Academic Block,MTR-01,1043.18,8838.86,494.95,8.472996031365632
ENG001031,2026-05-28,Hostel A,MTR-02,1265.97,9208.14,671.9,7.273584682101471
ENG001032,2026-05-28,Hostel B,MTR-03,966.54,8523.43,385.88,8.818496906491196
ENG001033,2026-05-28,Library,MTR-04,655.77,5162.78,255.72,7.872851762050719
ENG001034,2026-05-28,Canteen,MTR-05,526.06,3808.41,252.16,7.239497395734327
ENG001035,2026-05-28,Computer Lab,MTR-06,1248.98,9903.78,592.28,7.929494467485468
ENG001036,2026-05-28,Admin Block,MTR-07,409.26,3046.38,218.07,7.4436299662806045
ENG001037,2026-05-29,Academic Block,MTR-01,936.26,7995.21,393.11,8.5395189370474
ENG001038,2026-05-29,Hostel A,MTR-02,984.73,8295.72,425.68,8.424359976846445
ENG001039,2026-05-29,Hostel B,MTR-03,1099.93,9323.92,425.12,8.476830343749148
ENG001040,2026-05-29,Library,MTR-04,733.86,5968.73,269.28,8.133336058648787
ENG001041,2026-05-29,Canteen,MTR-05,460.45,3740.19,170.34,8.122901509392985
ENG001042,2026-05-29,Computer Lab,MTR-06,1320.84,9485.73,631.72,7.181588988825293
ENG001043,2026-05-29,Admin Block,MTR-07,326.87,2330.63,120.51,7.130143482118274
ENG001044,2026-05-30,Academic Block,MTR-01,1144.33,9423.29,499.73,8.23476619506611
ENG001045,2026-05-30,Hostel A,MTR-02,1388.46,10184.42,604.12,7.335047462656468
ENG001046,2026-05-30,Hostel B,MTR-03,946.4,8125.73,366.03,8.58593617920541
ENG001047,2026-05-30,Library,MTR-04,545.8,4091.12,282.41,7.495639428362038
ENG001048,2026-05-30,Canteen,MTR-05,482.52,4113.89,171.12,8.525843488352816
ENG001049,2026-05-30,Computer Lab,MTR-06,1161.72,8342.92,472.78,7.1815239472506285
ENG001050,2026-05-30,Admin Block,MTR-07,380.24,3351.06,141.42,8.81301283399958
ENG001051,2026-05-31,Academic Block,MTR-01,1051.98,8449.01,476.04,8.031531017699956
ENG001052,2026-05-31,Hostel A,MTR-02,1087.92,7849.19,421.4,7.214859548496212
ENG001053,2026-05-31,Hostel B,MTR-03,1056.77,8411.09,492.78,7.959243733262678
ENG001054,2026-05-31,Library,MTR-04,498.51,4356.91,256.87,8.739864797095343
ENG001055,2026-05-31,Canteen,MTR-05,366.77,2795.58,136.71,7.622161027346839
ENG001056,2026-05-31,Computer Lab,MTR-06,1287.78,9997.71,585.29,7.7635232726086745
ENG001057,2026-05-31,Admin Block,MTR-07,421.88,3770.12,228.36,8.936474826965014
ENG001058,2026-06-01,Academic Block,MTR-01,1050.52,9380.61,415.07,8.929492061074516
ENG001059,2026-06-01,Hostel A,MTR-02,787.57,6593.88,425.02,8.372436735782216
ENG001060,2026-06-01,Hostel B,MTR-03,996.49,7542.51,539.6,7.569077461891238
ENG001061,2026-06-01,Library,MTR-04,539.14,4579.62,235.62,8.494305746188374
ENG001062,2026-06-01,Canteen,MTR-05,532.07,4666.23,279.99,8.76995508109835
ENG001063,2026-06-01,Computer Lab,MTR-06,1424.38,11479.06,754.75,8.05898706805768
ENG001064,2026-06-01,Admin Block,MTR-07,384.5,3122.41,143.66,8.120702210663199
ENG001065,2026-06-02,Academic Block,MTR-01,815.94,7148.43,306.35,8.760975071696448
ENG001066,2026-06-02,Hostel A,MTR-02,999.27,8567.84,490.79,8.574099092337407
ENG001067,2026-06-02,Hostel B,MTR-03,1201.27,8753.99,580.56,7.287279296078317
ENG001068,2026-06-02,Library,MTR-04,662.29,4697.42,261.72,7.092693533044438
ENG001069,2026-06-02,Canteen,MTR-05,434.89,3667.61,202.41,8.433419945273519
ENG001070,2026-06-02,Computer Lab,MTR-06,1172.01,9158.31,512.72,7.814191005196201
ENG001071,2026-06-02,Admin Block,MTR-07,408.18,2952.43,176.89,7.233156940565436
ENG001072,2026-06-03,Academic Block,MTR-01,1198.46,10340.04,525.91,8.627772307795004
ENG001073,2026-06-03,Hostel A,MTR-02,1326.05,10690.55,695.81,8.061950906828551
ENG001074,2026-06-03,Hostel B,MTR-03,1236.74,10824.92,621.57,8.752785549104905
ENG001075,2026-06-03,Library,MTR-04,594.17,4538.53,239.41,7.638436811013683
ENG001076,2026-06-03,Canteen,MTR-05,409.78,3232.17,158.11,7.8875738200985905
ENG001077,2026-06-03,Computer Lab,MTR-06,1168.59,8532.85,506.85,7.301833833936625
ENG001078,2026-06-03,Admin Block,MTR-07,446.77,3842.73,216.65,8.601137050383867
ENG001079,2026-06-04,Academic Block,MTR-01,915.82,6821.72,370.9,7.448756305824288
ENG001080,2026-06-04,Hostel A,MTR-02,1263.63,9489.77,666.74,7.509927747837579
ENG001081,2026-06-04,Hostel B,MTR-03,956.34,8184.77,407.49,8.558431101909363
ENG001082,2026-06-04,Library,MTR-04,714.72,6077.96,370.83,8.50397358406089
ENG001083,2026-06-04,Canteen,MTR-05,502.2,3691.58,267.68,7.350816407805655
ENG001084,2026-06-04,Computer Lab,MTR-06,979.97,7906.27,451.49,8.067869424574221
ENG001085,2026-06-04,Admin Block,MTR-07,425.85,3268.87,212.24,7.676106610308794
ENG001086,2026-06-05,Academic Block,MTR-01,843.54,6670.38,408.04,7.907603670246817
ENG001087,2026-06-05,Hostel A,MTR-02,1343.05,11140.7,589.73,8.295074643535237
ENG001088,2026-06-05,Hostel B,MTR-03,1202.81,9629.77,659.32,8.00606080760885
ENG001089,2026-06-05,Library,MTR-04,655.3,5047.05,274.4,7.70189226308561
ENG001090,2026-06-05,Canteen,MTR-05,557.26,4275.9,272.28,7.673078993647489
ENG001091,2026-06-05,Computer Lab,MTR-06,1087.98,8992.47,401.37,8.26528980312138
ENG001092,2026-06-05,Admin Block,MTR-07,410.63,3278.05,210.22,7.982977376226774
ENG001093,2026-06-06,Academic Block,MTR-01,937.01,7838.43,496.42,8.365364297072604
ENG001094,2026-06-06,Hostel A,MTR-02,1064.76,8826.35,566.06,8.28952064314963
ENG001095,2026-06-06,Hostel B,MTR-03,1023.51,8449.5,516.41,8.255415188908755
ENG001096,2026-06-06,Library,MTR-04,616.43,5217.74,290.62,8.464448518079912
ENG001097,2026-06-06,Canteen,MTR-05,491.87,4047.84,176.84,8.22949153231545
ENG001098,2026-06-06,Computer Lab,MTR-06,1121.77,9537.85,554.4,8.502500512582793
ENG001099,2026-06-06,Admin Block,MTR-07,398.95,3207.31,207.16,8.03937836821657
ENG001100,2026-06-07,Academic Block,MTR-01,979.51,8102.26,343.81,8.271748118957438
ENG001101,2026-06-07,Hostel A,MTR-02,1070.13,7492.68,572.75,7.0016540046536395
ENG001102,2026-06-07,Hostel B,MTR-03,1082.85,9099.83,537.87,8.403592371981347
ENG001103,2026-06-07,Library,MTR-04,571.91,5031.21,292.2,8.797205854067949
ENG001104,2026-06-07,Canteen,MTR-05,527.3,4471.77,245.76,8.480504456666036
ENG001105,2026-06-07,Computer Lab,MTR-06,1108.04,8094.93,397.47,7.30562976065846
ENG001106,2026-06-07,Admin Block,MTR-07,403.85,3265.23,206.64,8.085254426148323
ENG001107,2026-06-08,Academic Block,MTR-01,988.19,7084.23,483.16,7.1688946457665015
ENG001108,2026-06-08,Hostel A,MTR-02,1106.69,8707.2,507.27,7.867785920176382
ENG001109,2026-06-08,Hostel B,MTR-03,857.62,6204.69,375.64,7.234777640446818
ENG001110,2026-06-08,Library,MTR-04,672.65,4887.14,319.81,7.265502118486584
ENG001111,2026-06-08,Canteen,MTR-05,359.19,2614.89,148.42,7.279963250647289
ENG001112,2026-06-08,Computer Lab,MTR-06,1118.93,10009.84,471.5,8.945903675833161
ENG001113,2026-06-08,Admin Block,MTR-07,461.14,3791.22,199.45,8.221407815413974
ENG001114,2026-06-09,Academic Block,MTR-01,879.38,7204.7,383.51,8.19293138347472
ENG001115,2026-06-09,Hostel A,MTR-02,1231.28,8745.15,470.96,7.102486842960172
ENG001116,2026-06-09,Hostel B,MTR-03,1087.52,9493.21,443.74,8.729227968221274
ENG001117,2026-06-09,Library,MTR-04,612.48,4293.97,333.04,7.010792189132706
ENG001118,2026-06-09,Canteen,MTR-05,416.62,3468.49,155.38,8.325308434544668
ENG001119,2026-06-09,Computer Lab,MTR-06,1368.71,10264.21,695.56,7.499185364321148
ENG001120,2026-06-09,Admin Block,MTR-07,415.68,3468.76,187.51,8.344784449576597
ENG001121,2026-06-10,Academic Block,MTR-01,712.6,5850.12,287.17,8.209542520348021
ENG001122,2026-06-10,Hostel A,MTR-02,1205.25,9122.08,542.15,7.568620618129019
ENG001123,2026-06-10,Hostel B,MTR-03,1000.45,8531.53,459.32,8.527692538357739
ENG001124,2026-06-10,Library,MTR-04,556.47,4092.4,230.68,7.354214962172264
ENG001125,2026-06-10,Canteen,MTR-05,499.43,4073.5,248.17,8.156298179925114
ENG001126,2026-06-10,Computer Lab,MTR-06,1410.77,10356.99,583.04,7.341373859665289
ENG001127,2026-06-10,Admin Block,MTR-07,460.03,3850.78,250.02,8.370714953372607
ENG001128,2026-06-11,Academic Block,MTR-01,1043.62,9010.03,449.73,8.633439374484967
ENG001129,2026-06-11,Hostel A,MTR-02,1266.66,10370.53,499.55,8.18730361738746
ENG001130,2026-06-11,Hostel B,MTR-03,918.88,8159.06,469.15,8.87935312554414
ENG001131,2026-06-11,Library,MTR-04,556.09,4512.85,301.77,8.115323059217033
ENG001132,2026-06-11,Canteen,MTR-05,469.03,3726.99,194.91,7.946165490480353
ENG001133,2026-06-11,Computer Lab,MTR-06,1554.55,11071.1,636.14,7.121739410118685
ENG001134,2026-06-11,Admin Block,MTR-07,437.9,3928.48,174.0,8.971180634848139
ENG001135,2026-06-12,Academic Block,MTR-01,844.1,7015.44,330.64,8.311147968250207
ENG001136,2026-06-12,Hostel A,MTR-02,1188.08,10059.45,540.46,8.466980338024376
ENG001137,2026-06-12,Hostel B,MTR-03,1233.09,10026.07,631.83,8.130850140703437
ENG001138,2026-06-12,Library,MTR-04,716.52,6437.79,393.47,8.984801540780438
ENG001139,2026-06-12,Canteen,MTR-05,514.64,3607.33,219.16,7.009424063422975
ENG001140,2026-06-12,Computer Lab,MTR-06,1327.5,9979.43,546.0,7.517461393596987
ENG001141,2026-06-12,Admin Block,MTR-07,345.0,2589.47,144.1,7.505710144927535
ENG001142,2026-06-13,Academic Block,MTR-01,926.77,7774.95,352.61,8.389298315655449
ENG001143,2026-06-13,Hostel A,MTR-02,1072.54,9148.16,571.88,8.529434799634513
ENG001144,2026-06-13,Hostel B,MTR-03,1084.77,8193.03,554.4,7.552780773804586
ENG001145,2026-06-13,Library,MTR-04,756.43,5506.97,369.06,7.280210991102945
ENG001146,2026-06-13,Canteen,MTR-05,431.75,3157.66,219.16,7.313630573248408
ENG001147,2026-06-13,Computer Lab,MTR-06,1449.59,12715.3,515.53,8.77165267420443
ENG001148,2026-06-13,Admin Block,MTR-07,380.14,3374.77,172.77,8.877702951544169
ENG001149,2026-06-14,Academic Block,MTR-01,845.15,6252.45,396.87,7.398035851623972
ENG001150,2026-06-14,Hostel A,MTR-02,1107.5,9190.4,424.37,8.298329571106095
ENG001151,2026-06-14,Hostel B,MTR-03,847.05,7019.73,382.2,8.287267575703913
ENG001152,2026-06-14,Library,MTR-04,579.19,4613.33,240.52,7.965140972737788
ENG001153,2026-06-14,Canteen,MTR-05,412.95,3283.3,176.37,7.950841506235623
ENG001154,2026-06-14,Computer Lab,MTR-06,1174.93,9946.78,630.4,8.465849029303874
ENG001155,2026-06-14,Admin Block,MTR-07,440.95,3454.28,162.45,7.833722644290736
ENG001156,2026-06-15,Academic Block,MTR-01,957.87,7088.79,402.82,7.400576278618184
ENG001157,2026-06-15,Hostel A,MTR-02,1155.43,10078.99,535.44,8.723150688488268
ENG001158,2026-06-15,Hostel B,MTR-03,917.98,6586.9,359.87,7.175428658576439
ENG001159,2026-06-15,Library,MTR-04,547.9,3914.18,214.37,7.143967877349882
ENG001160,2026-06-15,Canteen,MTR-05,602.64,5377.24,256.26,8.922806318863666
ENG001161,2026-06-15,Computer Lab,MTR-06,1363.22,11167.05,500.0,8.191671190270094
ENG001162,2026-06-15,Admin Block,MTR-07,408.44,3323.26,151.01,8.136470473019294
ENG001163,2026-06-16,Academic Block,MTR-01,999.89,8200.51,430.18,8.201412155337087
ENG001164,2026-06-16,Hostel A,MTR-02,1090.84,9139.94,459.69,8.378808991236113
ENG001165,2026-06-16,Hostel B,MTR-03,859.86,7075.86,417.47,8.229083804340242
ENG001166,2026-06-16,Library,MTR-04,578.78,4166.76,228.88,7.199212135872007
ENG001167,2026-06-16,Canteen,MTR-05,404.88,2919.68,158.94,7.211223078442995
ENG001168,2026-06-16,Computer Lab,MTR-06,1275.27,10495.4,683.94,8.229943462952944
ENG001169,2026-06-16,Admin Block,MTR-07,383.25,2980.97,143.97,7.778134377038486
ENG001170,2026-06-17,Academic Block,MTR-01,871.96,7416.06,336.46,8.50504610303225
ENG001171,2026-06-17,Hostel A,MTR-02,1090.88,8111.99,540.74,7.436189131710178
ENG001172,2026-06-17,Hostel B,MTR-03,1124.75,9128.15,476.08,8.115714603245165
ENG001173,2026-06-17,Library,MTR-04,698.22,6108.2,360.43,8.748245538655437
ENG001174,2026-06-17,Canteen,MTR-05,441.26,3625.61,225.03,8.216493677197118
ENG001175,2026-06-17,Computer Lab,MTR-06,1213.85,9112.15,500.72,7.506817152036907
ENG001176,2026-06-17,Admin Block,MTR-07,393.09,3242.05,185.04,8.247602330255159
ENG001177,2026-06-18,Academic Block,MTR-01,918.77,7036.49,457.94,7.65859790807275
ENG001178,2026-06-18,Hostel A,MTR-02,1221.41,8765.09,449.38,7.176206187930342
ENG001179,2026-06-18,Hostel B,MTR-03,1222.09,8912.18,434.76,7.292572560122414
ENG001180,2026-06-18,Library,MTR-04,599.7,4828.26,240.29,8.05112556278139
ENG001181,2026-06-18,Canteen,MTR-05,425.58,3666.39,156.52,8.615043000140984
ENG001182,2026-06-18,Computer Lab,MTR-06,1306.64,10329.6,689.89,7.905467458519562
ENG001183,2026-06-18,Admin Block,MTR-07,324.83,2550.4,175.62,7.851491549425854
ENG001184,2026-06-19,Academic Block,MTR-01,858.81,6201.91,350.58,7.2215158183998795
ENG001185,2026-06-19,Hostel A,MTR-02,1160.84,10205.32,474.12,8.79132352434444
ENG001186,2026-06-19,Hostel B,MTR-03,1196.17,9278.26,531.32,7.756639942483091
ENG001187,2026-06-19,Library,MTR-04,602.47,5131.83,293.78,8.517984297973342
ENG001188,2026-06-19,Canteen,MTR-05,473.46,4075.85,246.96,8.608646981793605
ENG001189,2026-06-19,Computer Lab,MTR-06,1442.44,12288.98,762.09,8.519577937383877
ENG001190,2026-06-19,Admin Block,MTR-07,446.98,3620.49,215.66,8.09989261264486
ENG001191,2026-06-20,Academic Block,MTR-01,961.79,8328.97,516.07,8.65986337973986
ENG001192,2026-06-20,Hostel A,MTR-02,1067.7,9177.75,402.24,8.595813430738971
ENG001193,2026-06-20,Hostel B,MTR-03,1098.37,9629.9,588.98,8.767446306800077
ENG001194,2026-06-20,Library,MTR-04,705.32,5023.84,321.42,7.122781148982022
ENG001195,2026-06-20,Canteen,MTR-05,397.58,3318.53,201.63,8.346823280849138
ENG001196,2026-06-20,Computer Lab,MTR-06,1183.83,9619.17,561.8,8.125465649628747
ENG001197,2026-06-20,Admin Block,MTR-07,407.04,2912.89,167.77,7.156274567610062
ENG001198,2026-06-21,Academic Block,MTR-01,724.87,6140.37,262.39,8.47099479906742
ENG001199,2026-06-21,Hostel A,MTR-02,1033.88,8686.75,550.23,8.40208728285681
ENG001200,2026-06-21,Hostel B,MTR-03,1062.38,7751.29,556.04,7.296155801125773
ENG001201,2026-06-21,Library,MTR-04,589.43,4549.84,322.87,7.719050608214717
ENG001202,2026-06-21,Canteen,MTR-05,433.83,3325.42,237.45,7.665260585943804
ENG001203,2026-06-21,Computer Lab,MTR-06,1266.01,9567.17,614.32,7.556946627593779
ENG001204,2026-06-21,Admin Block,MTR-07,469.56,3845.54,254.1,8.189666922225062
ENG001205,2026-06-22,Academic Block,MTR-01,824.69,7181.62,305.74,8.708266136366392
ENG001206,2026-06-22,Hostel A,MTR-02,1130.28,8751.43,431.7,7.742709771030188
ENG001207,2026-06-22,Hostel B,MTR-03,1178.25,8830.5,500.4,7.494589433481859
ENG001208,2026-06-22,Library,MTR-04,775.86,6768.29,309.34,8.72359704070322
ENG001209,2026-06-22,Canteen,MTR-05,512.34,4303.12,194.59,8.398953819729085
ENG001210,2026-06-22,Computer Lab,MTR-06,1346.78,10577.48,585.61,7.853903384368642
