energy_id,date,building,meter_id,units_consumed_kwh,electricity_cost,peak_hour_units
ENG001101,2026-06-07,Hostel A,MTR-02,1070.13,7492.68,572.75
ENG001102,2026-06-07,Hostel B,MTR-03,1082.85,9099.83,537.87
ENG001103,2026-06-07,Library,MTR-04,571.91,5031.21,292.2
ENG001104,2026-06-07,Canteen,MTR-05,527.3,4471.77,245.76
ENG001105,2026-06-07,Computer Lab,MTR-06,1108.04,8094.93,397.47
ENG001106,2026-06-07,Admin Block,MTR-07,403.85,3265.23,206.64
ENG001107,2026-06-08,Academic Block,MTR-01,988.19,7084.23,483.16
ENG001108,2026-06-08,Hostel A,MTR-02,1106.69,8707.2,507.27
ENG001109,2026-06-08,Hostel B,MTR-03,857.62,6204.69,375.64
ENG001110,2026-06-08,Library,MTR-04,672.65,4887.14,319.81
ENG001111,2026-06-08,Canteen,MTR-05,359.19,2614.89,148.42
ENG001112,2026-06-08,Computer Lab,MTR-06,1118.93,10009.84,471.5
ENG001113,2026-06-08,Admin Block,MTR-07,461.14,3791.22,199.45
ENG001114,2026-06-09,Academic Block,MTR-01,879.38,7204.7,383.51
ENG001115,2026-06-09,Hostel A,MTR-02,1231.28,8745.15,470.96
ENG001116,2026-06-09,Hostel B,MTR-03,1087.52,9493.21,443.74
ENG001117,2026-06-09,Library,MTR-04,612.48,4293.97,333.04
ENG001118,2026-06-09,Canteen,MTR-05,416.62,3468.49,155.38
ENG001119,2026-06-09,Computer Lab,MTR-06,1368.71,10264.21,695.56
ENG001120,2026-06-09,Admin Block,MTR-07,415.68,3468.76,187.51
ENG001121,2026-06-10,Academic Block,MTR-01,712.6,5850.12,287.17
ENG001122,2026-06-10,Hostel A,MTR-02,1205.25,9122.08,542.15
ENG001123,2026-06-10,Hostel B,MTR-03,1000.45,8531.53,459.32
ENG001124,2026-06-10,Library,MTR-04,556.47,4092.4,230.68
ENG001125,2026-06-10,Canteen,MTR-05,499.43,4073.5,248.17
ENG001126,2026-06-10,Computer Lab,MTR-06,1410.77,10356.99,583.04
ENG001127,2026-06-10,Admin Block,MTR-07,460.03,3850.78,250.02
ENG001128,2026-06-11,Academic Block,MTR-01,1043.62,9010.03,449.73
ENG001129,2026-06-11,Hostel A,MTR-02,1266.66,10370.53,499.55
ENG001130,2026-06-11,Hostel B,MTR-03,918.88,8159.06,469.15
ENG001131,2026-06-11,Library,MTR-04,556.09,4512.85,301.77
ENG001132,2026-06-11,Canteen,MTR-05,469.03,3726.99,194.91
ENG001133,2026-06-11,Computer Lab,MTR-06,1554.55,11071.1,636.14
ENG001134,2026-06-11,Admin Block,MTR-07,437.9,3928.48,174.0
ENG001135,2026-06-12,Academic Block,MTR-01,844.1,7015.44,330.64
ENG001136,2026-06-12,Hostel A,MTR-02,1188.08,10059.45,540.46
ENG001137,2026-06-12,Hostel B,MTR-03,1233.09,10026.07,631.83
ENG001138,2026-06-12,Library,MTR-04,716.52,6437.79,393.47
ENG001139,2026-06-12,Canteen,MTR-05,514.64,3607.33,219.16
ENG001140,2026-06-12,Computer Lab,MTR-06,1327.5,9979.43,546.0
ENG001141,2026-06-12,Admin Block,MTR-07,345.0,2589.47,144.1
ENG001142,2026-06-13,Academic Block,MTR-01,926.77,7774.95,352.61
ENG001143,2026-06-13,Hostel A,MTR-02,1072.54,9148.16,571.88
ENG001144,2026-06-13,Hostel B,MTR-03,1084.77,8193.03,554.4
ENG001145,2026-06-13,Library,MTR-04,756.43,5506.97,369.06
ENG001146,2026-06-13,Canteen,MTR-05,431.75,3157.66,219.16
ENG001147,2026-06-13,Computer Lab,MTR-06,1449.59,12715.3,515.53
ENG001148,2026-06-13,Admin Block,MTR-07,380.14,3374.77,172.77
ENG001149,2026-06-14,Academic Block,MTR-01,845.15,6252.45,396.87
ENG001150,2026-06-14,Hostel A,MTR-02,1107.5,9190.4,424.37
ENG001151,2026-06-14,Hostel B,MTR-03,847.05,7019.73,382.2
ENG001152,2026-06-14,Library,MTR-04,579.19,4613.33,240.52
ENG001153,2026-06-14,Canteen,MTR-05,412.95,3283.3,176.37
ENG001154,2026-06-14,Computer Lab,MTR-06,1174.93,9946.78,630.4
ENG001155,2026-06-14,Admin Block,MTR-07,440.95,3454.28,162.45
ENG001156,2026-06-15,Academic Block,MTR-01,957.87,7088.79,402.82
ENG001157,2026-06-15,Hostel A,MTR-02,1155.43,10078.99,535.44
ENG001158,2026-06-15,Hostel B,MTR-03,917.98,6586.9,359.87
ENG001159,2026-06-15,Library,MTR-04,547.9,3914.18,214.37
ENG001160,2026-06-15,Canteen,MTR-05,602.64,5377.24,256.26
ENG001161,2026-06-15,Computer Lab,MTR-06,1363.22,11167.05,500.0
ENG001162,2026-06-15,Admin Block,MTR-07,408.44,3323.26,151.01
ENG001163,2026-06-16,Academic Block,MTR-01,999.89,8200.51,430.18
ENG001164,2026-06-16,Hostel A,MTR-02,1090.84,9139.94,459.69
ENG001165,2026-06-16,Hostel B,MTR-03,859.86,7075.86,417.47
ENG001166,2026-06-16,Library,MTR-04,578.78,4166.76,228.88
ENG001167,2026-06-16,Canteen,MTR-05,404.88,2919.68,158.94
ENG001168,2026-06-16,Computer Lab,MTR-06,1275.27,10495.4,683.94
ENG001169,2026-06-16,Admin Block,MTR-07,383.25,2980.97,143.97
ENG001170,2026-06-17,Academic Block,MTR-01,871.96,7416.06,336.46
ENG001171,2026-06-17,Hostel A,MTR-02,1090.88,8111.99,540.74
ENG001172,2026-06-17,Hostel B,MTR-03,1124.75,9128.15,476.08
ENG001173,2026-06-17,Library,MTR-04,698.22,6108.2,360.43
ENG001174,2026-06-17,Canteen,MTR-05,441.26,3625.61,225.03
ENG001175,2026-06-17,Computer Lab,MTR-06,1213.85,9112.15,500.72
ENG001176,2026-06-17,Admin Block,MTR-07,393.09,3242.05,185.04
ENG001177,2026-06-18,Academic Block,MTR-01,918.77,7036.49,457.94
ENG001178,2026-06-18,Hostel A,MTR-02,1221.41,8765.09,449.38
ENG001179,2026-06-18,Hostel B,MTR-03,1222.09,8912.18,434.76
ENG001180,2026-06-18,Library,MTR-04,599.7,4828.26,240.29
ENG001181,2026-06-18,Canteen,MTR-05,425.58,3666.39,156.52
ENG001182,2026-06-18,Computer Lab,MTR-06,1306.64,10329.6,689.89
ENG001183,2026-06-18,Admin Block,MTR-07,324.83,2550.4,175.62
ENG001184,2026-06-19,Academic Block,MTR-01,858.81,6201.91,350.58
ENG001185,2026-06-19,Hostel A,MTR-02,1160.84,10205.32,474.12
ENG001186,2026-06-19,Hostel B,MTR-03,1196.17,9278.26,531.32
ENG001187,2026-06-19,Library,MTR-04,602.47,5131.83,293.78
ENG001188,2026-06-19,Canteen,MTR-05,473.46,4075.85,246.96
ENG001189,2026-06-19,Computer Lab,MTR-06,1442.44,12288.98,762.09
ENG001190,2026-06-19,Admin Block,MTR-07,446.98,3620.49,215.66
ENG001191,2026-06-20,Academic Block,MTR-01,961.79,8328.97,516.07
ENG001192,2026-06-20,Hostel A,MTR-02,1067.7,9177.75,402.24
ENG001193,2026-06-20,Hostel B,MTR-03,1098.37,9629.9,588.98
ENG001194,2026-06-20,Library,MTR-04,705.32,5023.84,321.42
ENG001195,2026-06-20,Canteen,MTR-05,397.58,3318.53,201.63
ENG001196,2026-06-20,Computer Lab,MTR-06,1183.83,9619.17,561.8
ENG001197,2026-06-20,Admin Block,MTR-07,407.04,2912.89,167.77
ENG001198,2026-06-21,Academic Block,MTR-01,724.87,6140.37,262.39
ENG001199,2026-06-21,Hostel A,MTR-02,1033.88,8686.75,550.23
ENG001200,2026-06-21,Hostel B,MTR-03,1062.38,7751.29,556.04
ENG001201,2026-06-21,Library,MTR-04,589.43,4549.84,322.87
ENG001202,2026-06-21,Canteen,MTR-05,433.83,3325.42,237.45
ENG001203,2026-06-21,Computer Lab,MTR-06,1266.01,9567.17,614.32
ENG001204,2026-06-21,Admin Block,MTR-07,469.56,3845.54,254.1
ENG001205,2026-06-22,Academic Block,MTR-01,824.69,7181.62,305.74
ENG001206,2026-06-22,Hostel A,MTR-02,1130.28,8751.43,431.7
ENG001207,2026-06-22,Hostel B,MTR-03,1178.25,8830.5,500.4
ENG001208,2026-06-22,Library,MTR-04,775.86,6768.29,309.34
ENG001209,2026-06-22,Canteen,MTR-05,512.34,4303.12,194.59
ENG001210,2026-06-22,Computer Lab,MTR-06,1346.78,10577.48,585.61
ENG001211,2026-06-22,Admin Block,MTR-07,473.67,3845.87,244.61
ENG001212,2026-06-23,Academic Block,MTR-01,1123.84,9307.91,609.91
ENG001213,2026-06-23,Hostel A,MTR-02,1269.79,11306.45,584.42
ENG001214,2026-06-23,Hostel B,MTR-03,1100.48,8896.48,570.07
ENG001215,2026-06-23,Library,MTR-04,771.61,5584.64,274.08
ENG001216,2026-06-23,Canteen,MTR-05,449.3,3666.99,230.99
ENG001217,2026-06-23,Computer Lab,MTR-06,1234.99,10522.2,568.5
ENG001218,2026-06-23,Admin Block,MTR-07,454.65,3436.88,221.33
ENG001219,2026-06-24,Academic Block,MTR-01,850.38,7060.74,327.66
ENG001220,2026-06-24,Hostel A,MTR-02,929.99,6744.64,486.78
ENG001221,2026-06-24,Hostel B,MTR-03,1247.06,10609.42,586.04
ENG001222,2026-06-24,Library,MTR-04,612.55,5177.67,237.17
ENG001223,2026-06-24,Canteen,MTR-05,434.22,3376.05,195.5
ENG001224,2026-06-24,Computer Lab,MTR-06,1164.89,9749.59,623.88
ENG001225,2026-06-24,Admin Block,MTR-07,367.27,3110.17,161.44
ENG001226,2026-06-25,Academic Block,MTR-01,991.8,8742.26,378.81
ENG001227,2026-06-25,Hostel A,MTR-02,962.86,7644.16,457.91
ENG001228,2026-06-25,Hostel B,MTR-03,988.2,7382.76,529.5
ENG001229,2026-06-25,Library,MTR-04,479.46,3581.93,216.15
ENG001230,2026-06-25,Canteen,MTR-05,503.0,3933.43,207.64
ENG001231,2026-06-25,Computer Lab,MTR-06,1212.69,8891.3,639.09
ENG001232,2026-06-25,Admin Block,MTR-07,406.25,3016.92,189.51
ENG001233,2026-06-26,Academic Block,MTR-01,912.66,7382.71,326.33
ENG001234,2026-06-26,Hostel A,MTR-02,983.77,6906.13,444.32
ENG001235,2026-06-26,Hostel B,MTR-03,984.87,7537.39,370.52
ENG001236,2026-06-26,Library,MTR-04,849.86,6193.26,321.03
ENG001237,2026-06-26,Canteen,MTR-05,377.11,2828.73,161.07
ENG001238,2026-06-26,Computer Lab,MTR-06,1217.79,9438.24,555.61
ENG001239,2026-06-26,Admin Block,MTR-07,355.16,3069.28,194.88
ENG001240,2026-06-27,Academic Block,MTR-01,840.66,7319.56,410.01
ENG001241,2026-06-27,Hostel A,MTR-02,1130.57,8860.42,516.52
ENG001242,2026-06-27,Hostel B,MTR-03,953.9,7163.83,425.93
ENG001243,2026-06-27,Library,MTR-04,477.14,3495.79,204.01
ENG001244,2026-06-27,Canteen,MTR-05,476.39,3473.93,169.06
ENG001245,2026-06-27,Computer Lab,MTR-06,1209.84,9493.83,487.21
ENG001246,2026-06-27,Admin Block,MTR-07,383.63,3260.73,168.85
ENG001247,2026-06-28,Academic Block,MTR-01,916.32,6513.71,368.91
ENG001248,2026-06-28,Hostel A,MTR-02,1086.06,9264.62,559.53
ENG001249,2026-06-28,Hostel B,MTR-03,1081.56,9105.22,511.7
ENG001250,2026-06-28,Library,MTR-04,553.56,4266.03,293.12
ENG001251,2026-06-28,Canteen,MTR-05,438.2,3198.23,225.18
ENG001252,2026-06-28,Computer Lab,MTR-06,1484.94,10614.74,581.9
ENG001253,2026-06-28,Admin Block,MTR-07,404.35,3601.82,185.09
ENG001254,2026-06-29,Academic Block,MTR-01,1064.63,9208.87,489.31
ENG001255,2026-06-29,Hostel A,MTR-02,972.93,7887.03,403.24
ENG001256,2026-06-29,Hostel B,MTR-03,854.52,7654.99,343.74
ENG001257,2026-06-29,Library,MTR-04,745.65,6665.36,402.13
ENG001258,2026-06-29,Canteen,MTR-05,513.54,4500.31,197.22
ENG001259,2026-06-29,Computer Lab,MTR-06,1215.19,8598.38,667.17
ENG001260,2026-06-29,Admin Block,MTR-07,536.14,3845.28,203.53
ENG001261,2026-06-30,Academic Block,MTR-01,820.17,7250.55,297.45
ENG001262,2026-06-30,Hostel A,MTR-02,1147.09,8610.86,418.51
ENG001263,2026-06-30,Hostel B,MTR-03,1125.4,9390.15,491.66
ENG001264,2026-06-30,Library,MTR-04,679.21,5879.98,273.16
ENG001265,2026-06-30,Canteen,MTR-05,515.5,4099.89,225.17
ENG001266,2026-06-30,Computer Lab,MTR-06,1232.0,10736.54,596.89
ENG001267,2026-06-30,Admin Block,MTR-07,433.88,3094.25,216.21
ENG001268,2026-07-01,Academic Block,MTR-01,909.53,8020.48,424.05
ENG001269,2026-07-01,Hostel A,MTR-02,981.13,8177.61,433.7
ENG001270,2026-07-01,Hostel B,MTR-03,1087.32,8324.68,486.79
ENG001271,2026-07-01,Library,MTR-04,479.67,4006.79,202.72
ENG001272,2026-07-01,Canteen,MTR-05,425.67,3347.86,181.22
ENG001273,2026-07-01,Computer Lab,MTR-06,1249.62,9681.25,628.89
ENG001274,2026-07-01,Admin Block,MTR-07,308.95,2729.71,162.82
ENG001275,2026-07-02,Academic Block,MTR-01,1013.46,8148.1,551.68
ENG001276,2026-07-02,Hostel A,MTR-02,1089.35,8432.76,518.14
ENG001277,2026-07-02,Hostel B,MTR-03,965.1,8556.15,499.08
ENG001278,2026-07-02,Library,MTR-04,665.4,5469.05,360.86
ENG001279,2026-07-02,Canteen,MTR-05,452.51,3183.67,223.69
ENG001280,2026-07-02,Computer Lab,MTR-06,1226.54,8662.0,429.78
ENG001281,2026-07-02,Admin Block,MTR-07,414.4,3461.45,208.6
ENG001282,2026-07-03,Academic Block,MTR-01,974.38,8662.28,504.75
ENG001283,2026-07-03,Hostel A,MTR-02,1088.68,9166.75,558.9
ENG001284,2026-07-03,Hostel B,MTR-03,1204.73,9811.83,455.19
ENG001285,2026-07-03,Library,MTR-04,613.82,4827.83,271.81
ENG001286,2026-07-03,Canteen,MTR-05,426.23,3510.76,223.99
ENG001287,2026-07-03,Computer Lab,MTR-06,1184.21,9286.48,540.85
ENG001288,2026-07-03,Admin Block,MTR-07,388.57,2811.43,151.87
ENG001289,2026-07-04,Academic Block,MTR-01,1006.84,8644.01,436.5
ENG001290,2026-07-04,Hostel A,MTR-02,918.54,6753.06,381.55
ENG001291,2026-07-04,Hostel B,MTR-03,1319.37,10427.64,709.51
ENG001292,2026-07-04,Library,MTR-04,682.7,5471.64,302.32
ENG001293,2026-07-04,Canteen,MTR-05,480.97,4137.52,243.3
ENG001294,2026-07-04,Computer Lab,MTR-06,1520.73,13652.53,553.04
ENG001295,2026-07-04,Admin Block,MTR-07,393.65,3116.68,208.83
ENG001296,2026-07-05,Academic Block,MTR-01,1044.15,7975.7,507.46
ENG001297,2026-07-05,Hostel A,MTR-02,930.8,8338.08,496.03
ENG001298,2026-07-05,Hostel B,MTR-03,1112.23,8868.41,571.54
ENG001299,2026-07-05,Library,MTR-04,600.32,5195.45,269.96
ENG001300,2026-07-05,Canteen,MTR-05,548.89,4514.31,243.27
ENG001301,2026-07-05,Computer Lab,MTR-06,1347.94,11066.15,655.41
ENG001302,2026-07-05,Admin Block,MTR-07,424.04,3311.1,229.96
ENG001303,2026-07-06,Academic Block,MTR-01,1044.88,8561.24,468.75
ENG001304,2026-07-06,Hostel A,MTR-02,1199.94,10195.92,583.39
ENG001305,2026-07-06,Hostel B,MTR-03,1155.03,9066.82,607.62
ENG001306,2026-07-06,Library,MTR-04,615.77,4936.8,232.61
ENG001307,2026-07-06,Canteen,MTR-05,400.42,3503.51,167.59
ENG001308,2026-07-06,Computer Lab,MTR-06,1095.77,7689.64,504.14
ENG001309,2026-07-06,Admin Block,MTR-07,407.86,3167.0,142.84
ENG001310,2026-07-07,Academic Block,MTR-01,1047.65,8958.51,367.34
ENG001311,2026-07-07,Hostel A,MTR-02,1210.18,10142.95,659.34
ENG001312,2026-07-07,Hostel B,MTR-03,986.62,8068.82,388.77
ENG001313,2026-07-07,Library,MTR-04,783.64,6910.95,388.32
ENG001314,2026-07-07,Canteen,MTR-05,425.12,3373.0,190.7
ENG001315,2026-07-07,Computer Lab,MTR-06,1162.87,9907.92,483.94
ENG001316,2026-07-07,Admin Block,MTR-07,385.32,3039.49,143.45
ENG001317,2026-07-08,Academic Block,MTR-01,1039.27,7876.03,405.18
ENG001318,2026-07-08,Hostel A,MTR-02,1119.12,8952.18,430.47
ENG001319,2026-07-08,Hostel B,MTR-03,868.13,7759.73,454.55
ENG001320,2026-07-08,Library,MTR-04,624.61,5047.94,248.01
ENG001321,2026-07-08,Canteen,MTR-05,535.72,3832.9,252.82
ENG001322,2026-07-08,Computer Lab,MTR-06,1196.44,9436.52,448.45
ENG001323,2026-07-08,Admin Block,MTR-07,330.6,2743.52,163.91
ENG001324,2026-07-09,Academic Block,MTR-01,942.63,7088.97,516.67
ENG001325,2026-07-09,Hostel A,MTR-02,1075.27,8773.87,546.79
ENG001326,2026-07-09,Hostel B,MTR-03,790.27,6925.53,364.24
ENG001327,2026-07-09,Library,MTR-04,726.23,6349.09,272.13
ENG001328,2026-07-09,Canteen,MTR-05,435.28,3200.54,178.53
ENG001329,2026-07-09,Computer Lab,MTR-06,1179.92,8904.66,449.04
ENG001330,2026-07-09,Admin Block,MTR-07,367.0,2699.75,168.59
ENG001331,2026-07-10,Academic Block,MTR-01,900.03,6950.98,361.77
ENG001332,2026-07-10,Hostel A,MTR-02,1184.71,10242.71,633.84
ENG001333,2026-07-10,Hostel B,MTR-03,1012.78,7455.2,544.7
ENG001334,2026-07-10,Library,MTR-04,795.78,7121.22,375.82
ENG001335,2026-07-10,Canteen,MTR-05,436.99,3135.5,233.14
ENG001336,2026-07-10,Computer Lab,MTR-06,1405.06,10341.45,760.36
ENG001337,2026-07-10,Admin Block,MTR-07,381.42,2908.42,176.12
ENG001338,2026-07-11,Academic Block,MTR-01,993.37,7062.97,363.7
ENG001339,2026-07-11,Hostel A,MTR-02,1489.53,11543.99,738.74
ENG001340,2026-07-11,Hostel B,MTR-03,1102.15,8490.7,408.58
ENG001341,2026-07-11,Library,MTR-04,578.98,4381.57,260.0
ENG001342,2026-07-11,Canteen,MTR-05,549.82,4523.82,257.03
ENG001343,2026-07-11,Computer Lab,MTR-06,1616.68,14188.14,577.3
ENG001344,2026-07-11,Admin Block,MTR-07,483.47,4197.34,215.66
ENG001345,2026-07-12,Academic Block,MTR-01,899.04,6778.29,485.96
ENG001346,2026-07-12,Hostel A,MTR-02,939.94,8107.18,402.87
ENG001347,2026-07-12,Hostel B,MTR-03,978.96,7832.95,367.04
ENG001348,2026-07-12,Library,MTR-04,655.08,5197.07,289.77
ENG001349,2026-07-12,Canteen,MTR-05,539.14,4169.07,231.76
ENG001350,2026-07-12,Computer Lab,MTR-06,1430.67,12674.07,697.52
ENG001351,2026-07-12,Admin Block,MTR-07,489.32,3602.52,215.33
ENG001352,2026-07-13,Academic Block,MTR-01,937.13,7782.51,371.74
ENG001353,2026-07-13,Hostel A,MTR-02,1096.32,9854.64,582.03
ENG001354,2026-07-13,Hostel B,MTR-03,1072.84,9368.82,558.21
ENG001355,2026-07-13,Library,MTR-04,494.12,3885.43,259.19
ENG001356,2026-07-13,Canteen,MTR-05,466.46,4051.22,240.71
ENG001357,2026-07-13,Computer Lab,MTR-06,1277.53,9678.01,476.96
ENG001358,2026-07-13,Admin Block,MTR-07,388.3,3405.11,171.15
ENG001359,2026-07-14,Academic Block,MTR-01,932.48,7207.65,377.18
ENG001360,2026-07-14,Hostel A,MTR-02,1243.37,11119.56,457.66
ENG001361,2026-07-14,Hostel B,MTR-03,1163.14,10324.85,505.62
ENG001362,2026-07-14,Library,MTR-04,648.05,5461.59,280.89
ENG001363,2026-07-14,Canteen,MTR-05,473.34,3316.53,252.15
ENG001364,2026-07-14,Computer Lab,MTR-06,1112.78,7805.25,450.33
ENG001365,2026-07-14,Admin Block,MTR-07,390.33,3093.58,184.99
ENG001366,2026-07-15,Academic Block,MTR-01,608.28,5021.32,331.6
ENG001367,2026-07-15,Hostel A,MTR-02,1066.71,8899.52,419.19
ENG001368,2026-07-15,Hostel B,MTR-03,956.32,8423.8,511.14
ENG001369,2026-07-15,Library,MTR-04,522.3,3836.66,196.67
ENG001370,2026-07-15,Canteen,MTR-05,466.72,3563.14,211.8
ENG001371,2026-07-15,Computer Lab,MTR-06,1533.91,11371.22,731.86
ENG001372,2026-07-15,Admin Block,MTR-07,374.12,2995.75,171.39
ENG001373,2026-07-16,Academic Block,MTR-01,1071.99,8707.86,430.49
ENG001374,2026-07-16,Hostel A,MTR-02,923.02,6585.14,485.36
ENG001375,2026-07-16,Hostel B,MTR-03,1111.54,8339.27,440.92
ENG001376,2026-07-16,Library,MTR-04,653.4,5497.74,286.85
ENG001377,2026-07-16,Canteen,MTR-05,433.02,3115.86,155.32
ENG001378,2026-07-16,Computer Lab,MTR-06,1351.66,10286.24,717.53
ENG001379,2026-07-16,Admin Block,MTR-07,392.11,3371.21,152.7
ENG001380,2026-07-17,Academic Block,MTR-01,908.63,6646.96,453.94
ENG001381,2026-07-17,Hostel A,MTR-02,1179.27,9928.82,511.81
ENG001382,2026-07-17,Hostel B,MTR-03,973.83,7951.98,491.65
ENG001383,2026-07-17,Library,MTR-04,692.12,5820.59,362.8
ENG001384,2026-07-17,Canteen,MTR-05,386.4,2750.82,149.84
ENG001385,2026-07-17,Computer Lab,MTR-06,1051.89,7832.5,570.21
ENG001386,2026-07-17,Admin Block,MTR-07,442.92,3919.63,182.15
ENG001387,2026-07-18,Academic Block,MTR-01,1158.37,10304.61,452.48
ENG001388,2026-07-18,Hostel A,MTR-02,1120.43,9711.01,468.84
ENG001389,2026-07-18,Hostel B,MTR-03,844.43,7374.04,332.36
ENG001390,2026-07-18,Library,MTR-04,689.05,5032.95,363.31
ENG001391,2026-07-18,Canteen,MTR-05,415.14,2952.16,205.3
ENG001392,2026-07-18,Computer Lab,MTR-06,1349.66,10372.22,696.93
ENG001393,2026-07-18,Admin Block,MTR-07,424.28,3705.58,203.34
ENG001394,2026-07-19,Academic Block,MTR-01,917.6,7984.3,377.93
ENG001395,2026-07-19,Hostel A,MTR-02,1118.83,9256.37,467.68
ENG001396,2026-07-19,Hostel B,MTR-03,1186.46,10645.63,583.85
ENG001397,2026-07-19,Library,MTR-04,569.39,5017.66,255.43
ENG001398,2026-07-19,Canteen,MTR-05,445.36,3743.1,165.94
ENG001399,2026-07-19,Computer Lab,MTR-06,1130.37,8475.96,589.1
ENG001400,2026-07-19,Admin Block,MTR-07,392.33,2937.88,151.06
ENG001401,2026-07-20,Academic Block,MTR-01,700.93,5784.91,316.16
ENG001402,2026-07-20,Hostel A,MTR-02,720.93,6029.69,329.17
ENG001403,2026-07-20,Hostel B,MTR-03,803.55,6923.56,390.12
ENG001404,2026-07-20,Library,MTR-04,695.72,4998.8,340.57
ENG001405,2026-07-20,Canteen,MTR-05,476.55,4224.41,215.08
ENG001406,2026-07-20,Computer Lab,MTR-06,1341.24,12070.96,676.48
ENG001407,2026-07-20,Admin Block,MTR-07,438.28,3672.95,185.67
ENG001408,2026-07-21,Academic Block,MTR-01,889.27,7167.49,471.03
ENG001409,2026-07-21,Hostel A,MTR-02,1055.05,9186.06,375.83
ENG001410,2026-07-21,Hostel B,MTR-03,976.62,7706.61,356.5
ENG001411,2026-07-21,Library,MTR-04,747.54,6178.71,404.55
ENG001412,2026-07-21,Canteen,MTR-05,452.1,3933.76,215.61
ENG001413,2026-07-21,Computer Lab,MTR-06,1451.76,12179.19,750.53
ENG001414,2026-07-21,Admin Block,MTR-07,390.32,3475.73,206.07
ENG001415,2026-07-22,Academic Block,MTR-01,729.33,6075.81,349.28
ENG001416,2026-07-22,Hostel A,MTR-02,1098.96,7997.03,539.84
ENG001417,2026-07-22,Hostel B,MTR-03,987.86,7437.68,380.83
ENG001418,2026-07-22,Library,MTR-04,554.35,3957.28,208.09
ENG001419,2026-07-22,Canteen,MTR-05,534.03,4528.71,292.32
ENG001420,2026-07-22,Computer Lab,MTR-06,985.82,8249.27,404.82
ENG001421,2026-07-22,Admin Block,MTR-07,409.29,3029.94,195.44
ENG001422,2026-07-23,Academic Block,MTR-01,1183.46,8712.85,567.84
ENG001423,2026-07-23,Hostel A,MTR-02,1072.75,8153.69,422.37
ENG001424,2026-07-23,Hostel B,MTR-03,948.02,7893.03,379.11
ENG001425,2026-07-23,Library,MTR-04,729.21,5986.1,305.58
ENG001426,2026-07-23,Canteen,MTR-05,519.18,3758.7,187.79
ENG001427,2026-07-23,Computer Lab,MTR-06,1363.47,12267.69,709.12
ENG001428,2026-07-23,Admin Block,MTR-07,439.27,3491.8,199.19
ENG001429,2026-07-24,Academic Block,MTR-01,869.88,7077.14,449.39
ENG001430,2026-07-24,Hostel A,MTR-02,1123.59,8795.41,466.08
ENG001431,2026-07-24,Hostel B,MTR-03,1016.36,8005.82,366.03
ENG001432,2026-07-24,Library,MTR-04,663.56,4683.62,241.15
ENG001433,2026-07-24,Canteen,MTR-05,597.49,4241.63,230.85
ENG001434,2026-07-24,Computer Lab,MTR-06,1246.06,11075.87,672.51
ENG001435,2026-07-24,Admin Block,MTR-07,447.21,3964.94,215.74
ENG001436,2026-07-25,Academic Block,MTR-01,1022.71,8327.19,390.11
ENG001437,2026-07-25,Hostel A,MTR-02,1199.28,10577.39,452.17
ENG001438,2026-07-25,Hostel B,MTR-03,981.22,8516.34,425.61
ENG001439,2026-07-25,Library,MTR-04,612.41,5388.04,334.59
ENG001440,2026-07-25,Canteen,MTR-05,524.55,4659.27,288.39
ENG001441,2026-07-25,Computer Lab,MTR-06,1393.94,10978.27,690.46
ENG001442,2026-07-25,Admin Block,MTR-07,397.71,3203.78,152.36
ENG001443,2026-07-26,Academic Block,MTR-01,869.51,7783.13,374.87
ENG001444,2026-07-26,Hostel A,MTR-02,1150.5,8791.75,459.16
ENG001445,2026-07-26,Hostel B,MTR-03,1130.11,8797.29,616.28
ENG001446,2026-07-26,Library,MTR-04,751.97,6728.91,272.7
ENG001447,2026-07-26,Canteen,MTR-05,449.32,4022.19,169.15
ENG001448,2026-07-26,Computer Lab,MTR-06,1327.31,11945.07,559.18
ENG001449,2026-07-26,Admin Block,MTR-07,462.05,4031.79,250.55
ENG001450,2026-07-27,Academic Block,MTR-01,1053.61,9034.55,422.83
ENG001451,2026-07-27,Hostel A,MTR-02,1120.87,9840.38,525.22
ENG001452,2026-07-27,Hostel B,MTR-03,1046.86,8971.62,370.03
ENG001453,2026-07-27,Library,MTR-04,608.52,4483.73,252.6
ENG001454,2026-07-27,Canteen,MTR-05,484.06,3480.07,263.38
ENG001455,2026-07-27,Computer Lab,MTR-06,1308.63,9671.9,695.0
ENG001456,2026-07-27,Admin Block,MTR-07,415.15,3533.42,184.77
ENG001457,2026-07-28,Academic Block,MTR-01,804.29,6979.95,289.44
ENG001458,2026-07-28,Hostel A,MTR-02,1000.64,7846.91,460.77
ENG001459,2026-07-28,Hostel B,MTR-03,887.37,6928.03,464.14
ENG001460,2026-07-28,Library,MTR-04,774.63,6232.47,333.9
ENG001461,2026-07-28,Canteen,MTR-05,518.36,4192.05,247.12
ENG001462,2026-07-28,Computer Lab,MTR-06,1216.74,8547.61,484.28
ENG001463,2026-07-28,Admin Block,MTR-07,375.18,2691.23,188.68
ENG001464,2026-07-29,Academic Block,MTR-01,956.96,7573.84,441.47
ENG001465,2026-07-29,Hostel A,MTR-02,1019.27,8891.99,479.98
ENG001466,2026-07-29,Hostel B,MTR-03,963.9,8625.86,444.98
ENG001467,2026-07-29,Library,MTR-04,770.0,6519.48,342.31
ENG001468,2026-07-29,Canteen,MTR-05,489.25,3493.22,223.66
